Year,2008,2009,2010,2011,2012,2014,2015,2016,2017
1965,597.58,593.75,593.75,593.81,593.82,588.00,588.02,587.39,586.75
1966,650.79,646.22,646.22,646.29,646.30,640.19,640.24,639.57,638.54
1967,697.88,692.40,692.40,692.49,692.42,686.02,686.06,685.38,684.54
1968,759.56,753.09,753.09,753.20,752.98,746.29,746.32,745.55,745.33
1969,835.36,827.05,827.05,827.16,826.70,819.79,819.85,818.69,817.72
1970,908.00,898.55,898.56,898.65,897.91,892.02,892.10,891.18,890.02
1971,969.67,959.23,959.23,959.31,958.22,952.31,952.42,951.24,949.98
1972,1016.11,1006.72,1006.73,1006.79,1006.18,1000.95,1001.09,999.62,1000.40
1973,1062.59,1052.39,1052.40,1052.37,1051.54,1046.16,1046.34,1044.76,1045.02
1974,1085.93,1077.66,1077.67,1077.65,1076.46,1068.73,1068.95,1066.61,1066.95
1975,1082.19,1072.13,1072.14,1072.10,1071.09,1064.05,1064.05,1063.02,1064.28
1976,1143.60,1134.51,1134.52,1134.46,1133.28,1126.78,1126.79,1124.61,1125.11
1977,1177.90,1167.87,1167.88,1167.84,1166.72,1161.47,1161.29,1158.77,1159.75
1978,1221.74,1213.73,1213.74,1213.67,1212.71,1207.19,1208.70,1206.91,1206.73
1979,1299.17,1288.78,1288.79,1288.68,1288.09,1281.27,1283.19,1281.27,1281.36
1980,1309.11,1296.75,1296.75,1296.85,1295.83,1293.89,1295.54,1293.20,1291.47
1981,1322.75,1309.41,1309.42,1309.52,1308.54,1308.08,1308.94,1306.63,1304.65
1982,1328.32,1312.33,1312.35,1312.53,1311.78,1311.71,1312.88,1310.32,1308.48
1983,1342.50,1328.79,1328.80,1329.03,1328.20,1325.50,1326.59,1327.14,1326.11
1984,1454.20,1439.79,1439.80,1440.04,1439.18,1435.43,1435.70,1435.80,1434.71
1985,1501.43,1488.11,1488.11,1488.31,1487.54,1484.94,1483.35,1484.20,1482.22
1986,1518.85,1503.39,1503.38,1503.59,1502.93,1497.54,1496.62,1496.54,1495.17
1987,1595.99,1579.56,1579.35,1579.55,1578.74,1574.53,1573.98,1573.85,1572.47
1988,1672.19,1654.94,1654.67,1654.88,1654.03,1647.42,1646.62,1646.24,1645.37
1989,1747.19,1729.24,1728.98,1729.18,1728.25,1722.71,1721.50,1721.48,1720.57
1990,1787.99,1769.60,1769.30,1769.51,1768.61,1769.47,1767.67,1765.91,1767.44
1991,1824.24,1807.26,1806.90,1807.54,1807.71,1812.04,1811.82,1813.28,1815.23
1992,1834.72,1818.12,1817.25,1817.88,1818.35,1824.47,1824.76,1824.50,1823.98
1993,1866.34,1853.35,1853.01,1853.87,1853.95,1845.44,1844.82,1844.82,1841.88
1994,1874.02,1863.50,1863.25,1865.40,1865.52,1861.45,1860.02,1859.47,1854.97
1995,1935.99,1923.93,1924.08,1926.96,1927.02,1924.94,1924.87,1923.84,1919.64
1996,2029.77,2021.28,2021.12,2020.49,2016.94,2016.66,2015.34,2014.10,2012.49
1997,2026.38,2016.15,2016.01,2016.81,2015.92,2010.37,2013.21,2012.99,2011.25
1998,2059.15,2049.74,2049.02,2050.35,2048.24,2045.43,2047.52,2047.55,2046.04
1999,2108.43,2096.86,2095.47,2098.43,2097.11,2093.61,2098.10,2098.10,2097.50
2000,2199.31,2188.07,2175.45,2176.20,2173.88,2176.99,2181.60,2185.31,2181.72
2001,2216.57,2215.10,2216.89,2216.58,2215.36,2216.37,2221.02,2223.65,2218.53
2002,2287.51,2284.02,2272.21,2275.57,2270.99,2278.04,2282.07,2285.25,2280.16
2003,2341.07,2345.18,2348.37,2353.07,2347.00,2344.52,2348.25,2349.52,2344.14
2004,2427.59,2422.79,2419.97,2431.78,2417.81,2424.72,2435.61,2433.27,2428.08
2005,2496.81,2500.97,2498.32,2511.16,2497.50,2495.45,2505.29,2504.50,2499.19
2006,2558.30,2565.80,2553.95,2565.58,2548.87,2563.07,2577.88,2579.37,2572.99
2007,2637.74,2652.23,2652.06,2661.27,2645.81,2666.43,2675.45,2679.76,2678.09
2008,-999.25,2726.09,2717.31,2731.38,2711.97,2732.52,2751.02,2753.73,2748.02
2009,-999.25,-999.25,2653.11,2661.40,2643.74,2667.90,2679.09,2680.23,2675.52
2010,-999.25,-999.25,-999.25,2858.11,2843.07,2868.18,2879.74,2886.72,2874.25
2011,-999.25,-999.25,-999.25,-999.25,2905.62,2914.69,2943.81,2929.29,2926.32
2012,-999.25,-999.25,-999.25,-999.25,-999.25,2986.25,3017.79,3005.84,3010.51
2013,-999.25,-999.25,-999.25,-999.25,-999.25,3020.38,3052.76,3062.50,3054.36
2014,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,3065.53,3081.46,3072.99
2015,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,3135.21,3146.75
2016,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,3204.14
