Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
204	Haiti	10711.061	10859.389	11011.261	11165.741	11322.079	11479.682	11638.132	11797.183	11956.736	12116.77	12277.275	12438.076	12598.748	12758.548	12916.57	13072.139	13224.929	13374.995	13522.486	13667.747	13811.043	13952.379	14091.678	14229.176	14365.124	14499.747	14633.153	14765.349	14896.29	15025.899	15154.103	15280.873	15406.263	15530.442	15653.643	15775.981	15897.506	16018.091	16137.458	16255.238	16371.13	16485.046	16597.002	16706.878	16814.584	16920.042	17023.232	17124.17	17222.927	17319.585	17414.251	17506.977	17597.881	17687.136	17774.935	17861.491	17946.917	18031.323	18114.943	18198.016	18280.757	18363.277	18445.642	18527.945	18610.201	18692.478	18774.805	18857.226	18939.706	19022.203	19104.67	19187.107	19269.5	19351.785	19433.884	19515.731	19597.289	19678.546	19759.486	19840.109	19920.4	20000.344	20079.914	20159.049	20237.72	20315.837
205	Jamaica	2871.934	2885.507	2899.564	2913.869	2928.224	2942.459	2956.473	2970.145	2983.393	2996.2	3008.486	3020.2	3031.252	3041.496	3050.775	3058.975	3066.051	3072.01	3076.857	3080.635	3083.378	3085.103	3085.852	3085.768	3085.02	3083.762	3082.07	3079.974	3077.536	3074.796	3071.812	3068.62	3065.248	3061.748	3058.194	3054.624	3051.042	3047.442	3043.749	3039.865	3035.716	3031.291	3026.575	3021.475	3015.92	3009.834	3003.191	2996.02	2988.347	2980.221	2971.705	2962.812	2953.568	2944.035	2934.271	2924.343	2914.286	2904.144	2893.967	2883.849	2873.84	2863.971	2854.289	2844.803	2835.537	2826.518	2817.752	2809.262	2801.056	2793.149	2785.518	2778.195	2771.173	2764.453	2758.033	2751.896	2746.043	2740.481	2735.212	2730.211	2725.5	2721.066	2716.899	2712.995	2709.333	2705.903
206	Martinique	385.842	386.189	386.611	387.101	387.638	388.237	388.862	389.506	390.182	390.843	391.508	392.161	392.787	393.392	393.969	394.503	395.004	395.46	395.868	396.211	396.506	396.747	396.926	397.027	397.041	396.959	396.784	396.504	396.143	395.702	395.19	394.617	393.982	393.321	392.652	391.995	391.374	390.79	390.252	389.763	389.342	388.983	388.704	388.495	388.371	388.323	388.358	388.474	388.677	388.964	389.342	389.807	390.371	391.007	391.729	392.528	393.396	394.331	395.346	396.415	397.56	398.76	400.019	401.329	402.692	404.097	405.543	407.028	408.556	410.114	411.692	413.297	414.927	416.584	418.271	419.992	421.747	423.53	425.334	427.149	428.961	430.781	432.587	434.374	436.149	437.913
207	Montserrat	5.124	5.154	5.192	5.223	5.251	5.283	5.323	5.345	5.374	5.41	5.441	5.47	5.498	5.53	5.564	5.592	5.613	5.646	5.667	5.69	5.715	5.744	5.762	5.781	5.802	5.82	5.841	5.864	5.878	5.892	5.91	5.927	5.948	5.964	5.98	6.002	6.02	6.036	6.057	6.069	6.089	6.107	6.126	6.143	6.162	6.182	6.204	6.227	6.243	6.261	6.281	6.306	6.326	6.343	6.37	6.396	6.418	6.448	6.469	6.499	6.524	6.551	6.579	6.6	6.635	6.664	6.689	6.72	6.753	6.779	6.813	6.842	6.882	6.915	6.953	6.985	7.018	7.055	7.087	7.125	7.157	7.198	7.232	7.271	7.311	7.351
208	Puerto Rico	3673.728	3673.503	3674.713	3676.946	3679.906	3683.366	3687.201	3691.362	3695.884	3700.846	3706.323	3712.27	3718.473	3724.563	3730.028	3734.515	3737.845	3740.068	3741.225	3741.466	3740.901	3739.54	3737.36	3734.409	3730.804	3726.611	3721.88	3716.66	3711.045	3705.127	3698.998	3692.689	3686.262	3679.814	3673.44	3667.235	3661.244	3655.454	3649.811	3644.244	3638.679	3633.11	3627.542	3621.91	3616.149	3610.208	3604.064	3597.725	3591.192	3584.439	3577.509	3570.38	3563.087	3555.671	3548.188	3540.683	3533.196	3525.754	3518.413	3511.244	3504.288	3497.581	3491.162	3485.065	3479.339	3474.044	3469.182	3464.773	3460.825	3457.315	3454.253	3451.641	3449.484	3447.774	3446.482	3445.6	3445.12	3445.057	3445.411	3446.201	3447.431	3449.107	3451.239	3453.802	3456.82	3460.261
209	Saint Kitts and Nevis	54.288	54.9	55.521	56.136	56.76	57.376	57.986	58.588	59.181	59.776	60.354	60.927	61.503	62.052	62.594	63.122	63.622	64.115	64.582	65.037	65.472	65.896	66.305	66.7	67.084	67.464	67.828	68.188	68.53	68.876	69.219	69.554	69.888	70.22	70.547	70.873	71.199	71.523	71.835	72.157	72.468	72.778	73.086	73.391	73.691	73.974	74.264	74.545	74.819	75.085	75.355	75.619	75.872	76.131	76.388	76.646	76.909	77.166	77.425	77.699	77.969	78.254	78.542	78.846	79.144	79.454	79.77	80.091	80.421	80.764	81.105	81.449	81.81	82.172	82.531	82.903	83.271	83.634	84.009	84.371	84.747	85.12	85.495	85.866	86.238	86.61
210	Saint Lucia	177.206	178.299	179.446	180.626	181.818	183.033	184.238	185.447	186.651	187.834	189.006	190.163	191.29	192.384	193.42	194.413	195.317	196.169	196.946	197.669	198.341	198.955	199.519	200.029	200.509	200.943	201.355	201.729	202.089	202.426	202.745	203.059	203.362	203.657	203.951	204.229	204.505	204.785	205.043	205.298	205.534	205.757	205.959	206.145	206.317	206.45	206.572	206.657	206.732	206.777	206.806	206.811	206.801	206.768	206.724	206.677	206.612	206.548	206.481	206.415	206.351	206.286	206.233	206.19	206.156	206.142	206.142	206.157	206.186	206.235	206.312	206.4	206.517	206.654	206.815	206.987	207.192	207.417	207.663	207.93	208.219	208.545	208.889	209.258	209.652	210.077
211	Saint Vincent and the Grenadines	109.455	109.892	110.346	110.833	111.326	111.834	112.342	112.853	113.365	113.88	114.396	114.916	115.425	115.917	116.412	116.878	117.331	117.761	118.177	118.578	118.985	119.389	119.785	120.176	120.547	120.9	121.236	121.544	121.839	122.118	122.391	122.644	122.906	123.147	123.383	123.615	123.846	124.071	124.288	124.495	124.696	124.891	125.073	125.259	125.418	125.58	125.73	125.885	126.022	126.15	126.274	126.392	126.502	126.604	126.708	126.808	126.914	127.015	127.125	127.23	127.345	127.464	127.593	127.721	127.847	127.995	128.142	128.29	128.447	128.612	128.777	128.95	129.13	129.315	129.497	129.687	129.883	130.077	130.276	130.482	130.683	130.893	131.105	131.319	131.539	131.765
212	Sint Maarten (Dutch part)	38.75	39.317	39.91	40.517	41.12	41.741	42.367	42.979	43.595	44.215	44.833	45.448	46.052	46.657	47.252	47.825	48.379	48.918	49.451	49.966	50.469	50.967	51.455	51.931	52.408	52.888	53.366	53.844	54.322	54.812	55.303	55.803	56.304	56.815	57.335	57.868	58.394	58.935	59.473	60.021	60.574	61.132	61.68	62.244	62.801	63.363	63.934	64.503	65.07	65.639	66.218	66.806	67.39	67.983	68.582	69.186	69.794	70.411	71.043	71.679	72.32	72.972	73.637	74.302	74.983	75.665	76.351	77.046	77.741	78.448	79.158	79.865	80.578	81.283	82.003	82.723	83.428	84.151	84.872	85.603	86.314	87.039	87.765	88.491	89.222	89.959
213	Trinidad and Tobago	1360.092	1366.846	1373.255	1379.299	1384.986	1390.311	1395.267	1399.882	1404.178	1408.162	1411.863	1415.302	1418.48	1421.394	1424.047	1426.425	1428.546	1430.434	1432.132	1433.669	1435.12	1436.478	1437.76	1438.993	1440.171	1441.308	1442.428	1443.527	1444.61	1445.648	1446.654	1447.622	1448.56	1449.445	1450.312	1451.116	1451.892	1452.615	1453.299	1453.948	1454.546	1455.109	1455.643	1456.159	1456.67	1457.187	1457.725	1458.288	1458.902	1459.611	1460.43	1461.376	1462.456	1463.692	1465.098	1466.681	1468.457	1470.428	1472.61	1475.016	1477.658	1480.536	1483.653	1487.003	1490.562	1494.335	1498.296	1502.46	1506.789	1511.285	1515.927	1520.697	1525.594	1530.612	1535.722	1540.915	1546.199	1551.545	1556.963	1562.448	1567.995	1573.601	1579.264	1584.997	1590.774	1596.596
214	Turks and Caicos Islands	34.339	34.926	35.516	36.103	36.697	37.274	37.858	38.432	39.02	39.596	40.182	40.765	41.351	41.929	42.51	43.08	43.648	44.221	44.769	45.315	45.86	46.397	46.925	47.442	47.946	48.454	48.944	49.43	49.912	50.376	50.841	51.3	51.755	52.2	52.655	53.098	53.525	53.955	54.385	54.809	55.239	55.674	56.1	56.529	56.958	57.387	57.824	58.267	58.704	59.148	59.594	60.043	60.499	60.951	61.411	61.867	62.332	62.802	63.275	63.749	64.233	64.72	65.206	65.698	66.193	66.687	67.187	67.68	68.186	68.682	69.192	69.688	70.192	70.699	71.197	71.695	72.201	72.692	73.191	73.682	74.173	74.662	75.15	75.64	76.128	76.611
215	United States Virgin Islands	104.977	105.141	105.292	105.419	105.53	105.618	105.673	105.714	105.734	105.731	105.722	105.685	105.631	105.561	105.47	105.342	105.195	105.009	104.798	104.566	104.322	104.054	103.762	103.465	103.153	102.835	102.512	102.18	101.844	101.51	101.164	100.822	100.477	100.138	99.801	99.477	99.174	98.873	98.593	98.322	98.059	97.818	97.586	97.373	97.178	96.995	96.827	96.668	96.529	96.41	96.305	96.21	96.134	96.073	96.026	95.989	95.972	95.961	95.962	95.979	95.993	96.019	96.058	96.101	96.145	96.191	96.243	96.298	96.353	96.408	96.465	96.514	96.574	96.631	96.68	96.744	96.79	96.853	96.901	96.963	97.021	97.083	97.146	97.224	97.301	97.387
216	Central America	172635.109	175210.179	177844.658	180521.743	183227.557	185951.279	188685.08	191424.211	194166.362	196911.225	199658.289	202404.772	205143.538	207862.538	210546.919	213185.945	215774.335	218313.707	220808.972	223268.519	225699.043	228101.615	230475.437	232823.52	235149.27	237455.532	239743.826	242015.246	244271.302	246513.416	248742.594	250959.197	253163.221	255354.324	257531.969	259695.173	261843.646	263976.084	266089.232	268178.959	270241.953	272276.859	274283.11	276258.923	278202.671	280113.168	281989.957	283833.19	285643.163	287420.647	289166.678	290881.942	292567.793	294226.772	295862.026	297476.473	299071.515	300648.751	302211.434	303763.192	305306.932	306844.557	308376.764	309903.653	311424.659	312939.502	314448.868	315953.601	317453.699	318948.918	320439.202	321924.883	323406.547	324884.664	326359.746	327832.399	329303.199	330772.64	332241.317	333709.754	335178.632	336648.625	338120.51	339595.091	341073.304	342556.095
217	Belize	359.288	367.441	375.854	384.493	393.288	402.229	411.26	420.381	429.561	438.77	448.024	457.302	466.569	475.804	484.979	494.066	503.054	511.947	520.752	529.49	538.161	546.781	555.353	563.878	572.375	580.883	589.375	597.87	606.374	614.891	623.439	632.018	640.619	649.226	657.846	666.449	675.043	683.606	692.143	700.637	709.087	717.479	725.816	734.081	742.267	750.372	758.386	766.314	774.147	781.902	789.591	797.2	804.739	812.209	819.625	826.984	834.304	841.575	848.811	856.011	863.196	870.353	877.487	884.613	891.725	898.826	905.919	913.007	920.091	927.172	934.233	941.285	948.322	955.363	962.377	969.379	976.382	983.351	990.319	997.269	1004.208	1011.116	1018.03	1024.909	1031.778	1038.63
218	Costa Rica	4807.852	4863.908	4920.747	4977.978	5035.297	5092.466	5149.311	5205.747	5261.715	5317.251	5372.326	5426.927	5480.869	5533.912	5585.695	5635.997	5684.705	5731.877	5777.639	5822.221	5865.789	5908.399	5950.032	5990.761	6030.668	6069.817	6108.262	6146.042	6183.205	6219.781	6255.813	6291.317	6326.325	6360.861	6394.976	6428.673	6461.991	6494.908	6527.38	6559.333	6590.712	6621.5	6651.721	6681.352	6710.39	6738.838	6766.699	6793.976	6820.677	6846.81	6872.391	6897.441	6921.987	6946.053	6969.682	6992.919	7015.792	7038.344	7060.625	7082.68	7104.556	7126.293	7147.952	7169.605	7191.331	7213.202	7235.272	7257.583	7280.182	7303.117	7326.457	7350.212	7374.425	7399.11	7424.277	7449.941	7476.101	7502.784	7529.981	7557.699	7585.931	7614.671	7643.899	7673.6	7703.745	7734.282
219	El Salvador	6312.478	6353.207	6398.271	6446.562	6497.159	6549.365	6602.691	6656.886	6711.858	6767.677	6824.38	6881.853	6939.643	6996.972	7052.834	7106.525	7157.654	7206.394	7253.308	7299.242	7344.839	7390.278	7435.372	7479.989	7523.859	7566.83	7608.891	7650.205	7690.899	7731.212	7771.281	7811.146	7850.798	7890.288	7929.663	7968.947	8008.155	8047.224	8086.026	8124.377	8162.128	8199.21	8235.6	8271.179	8305.79	8339.354	8371.8	8403.142	8433.382	8462.587	8490.803	8518.024	8544.288	8569.652	8594.2	8618.017	8641.144	8663.6	8685.451	8706.747	8727.522	8747.833	8767.711	8787.158	8806.168	8824.738	8842.92	8860.724	8878.235	8895.478	8912.518	8929.386	8946.138	8962.826	8979.502	8996.239	9013.081	9030.083	9047.275	9064.705	9082.412	9100.451	9118.862	9137.699	9157.023	9176.891
220	Guatemala	16252.429	16602.406	16962.685	17331.454	17707.23	18088.85	18475.472	18866.598	19261.988	19661.599	20065.372	20472.959	20883.538	21295.674	21707.645	22118.145	22526.532	22932.888	23337.587	23741.355	24144.777	24547.871	24950.45	25352.739	25754.991	26157.403	26560.057	26963.013	27366.433	27770.478	28175.296	28580.865	28987.133	29393.985	29801.257	30208.769	30616.381	31023.927	31431.182	31837.857	32243.683	32648.481	33051.991	33453.745	33853.234	34249.992	34643.791	35034.496	35421.944	35806.033	36186.676	36563.782	36937.269	37307.097	37673.242	38035.726	38394.518	38749.68	39101.424	39450.014	39795.688	40138.551	40478.633	40815.944	41150.466	41482.227	41811.275	42137.703	42461.599	42783.068	43102.19	43419.04	43733.68	44046.159	44356.509	44664.785	44971.065	45275.392	45577.879	45878.592	46177.617	46475.036	46770.905	47065.305	47358.287	47649.92
221	Honduras	8960.829	9124.956	9293.854	9466.463	9641.9	9819.479	9998.69	10179.194	10360.82	10543.507	10727.174	10911.602	11096.306	11280.476	11463.137	11643.574	11821.415	11996.695	12169.595	12340.48	12509.652	12677.091	12842.747	13006.833	13169.633	13331.375	13492.144	13651.968	13810.851	13968.781	14125.735	14281.721	14436.763	14590.879	14744.074	14896.358	15047.707	15198.057	15347.25	15495.121	15641.527	15786.373	15929.618	16071.147	16210.879	16348.713	16484.629	16618.555	16750.386	16879.969	17007.229	17132.13	17254.72	17375.11	17493.453	17609.888	17724.462	17837.251	17948.372	18057.945	18166.106	18272.934	18378.514	18482.946	18586.349	18688.816	18790.421	18891.246	18991.306	19090.633	19189.248	19287.21	19384.577	19481.373	19577.637	19673.407	19768.715	19863.606	19958.132	20052.318	20146.239	20239.907	20333.374	20426.668	20519.826	20612.875
222	Mexico	125890.949	127700.388	129544.911	131413.35	133296.391	135186.605	137078.527	138968.54	140854.673	142736.18	144612.282	146480.894	148337.417	150174.313	151982.451	153755.233	155489.431	157186.084	158848.377	160481.749	162090.607	163675.7	165236.844	166776.581	168297.851	169803.06	171293.476	172769.842	174233.308	175684.862	177125.205	178554.652	179973.223	181380.66	182776.468	184159.897	185530.797	186888.239	188229.672	189551.875	190852.281	192129.958	193384.695	194615.523	195821.633	197002.53	198158.127	199288.733	200394.952	201477.716	202538.111	203576.941	204595.453	205595.94	206581.153	207553.591	208514.499	209465.187	210408.314	211346.872	212283.163	213218.724	214153.969	215088.722	216022.182	216953.799	217883.979	218813.279	219741.405	220667.88	221592.403	222515.074	223436.231	224356.183	225275.341	226194.104	227112.866	228031.966	228951.764	229872.648	230795.081	231719.6	232646.837	233577.483	234512.342	235452.292
223	Nicaragua	6082.035	6159.095	6238.521	6319.47	6401.34	6483.773	6566.651	6650.113	6734.465	6820.17	6907.613	6996.855	7087.494	7178.547	7268.695	7356.97	7442.982	7526.897	7609.016	7689.855	7769.816	7848.922	7927.025	8004.186	8080.446	8155.851	8230.428	8304.217	8377.244	8449.525	8521.068	8591.876	8661.959	8731.327	8800.024	8868.059	8935.414	9002.067	9067.899	9132.8	9196.673	9259.476	9321.169	9381.684	9440.943	9498.888	9555.483	9610.722	9664.577	9717.029	9768.088	9817.762	9866.07	9913.07	9958.823	10003.403	10046.847	10089.22	10130.626	10171.193	10211.012	10250.167	10288.72	10326.748	10364.33	10401.554	10438.462	10475.113	10511.579	10547.894	10584.113	10620.278	10656.433	10692.602	10728.787	10765.021	10801.318	10837.71	10874.215	10910.856	10947.645	10984.605	11021.729	11059.026	11096.481	11134.089
224	Panama	3969.249	4038.778	4109.815	4181.973	4254.952	4328.512	4402.478	4476.752	4551.282	4626.071	4701.118	4776.38	4851.702	4926.84	5001.483	5075.435	5148.562	5220.925	5292.698	5364.127	5435.402	5506.573	5577.614	5648.553	5719.447	5790.313	5861.193	5932.089	6002.988	6073.886	6144.757	6215.602	6286.401	6357.098	6427.661	6498.021	6568.158	6638.056	6707.68	6776.959	6845.862	6914.382	6982.5	7050.212	7117.535	7184.481	7251.042	7317.252	7383.098	7448.601	7513.789	7578.662	7643.267	7707.641	7771.848	7835.945	7899.949	7963.894	8027.811	8091.73	8155.689	8219.702	8283.778	8347.917	8412.108	8476.34	8540.62	8604.946	8669.302	8733.676	8798.04	8862.398	8926.741	8991.048	9055.316	9119.523	9183.671	9247.748	9311.752	9375.667	9439.499	9503.239	9566.874	9630.401	9693.822	9757.116
225	South America	416436.111	420995.12	425645.882	430355.787	435098.206	439852.434	444603.848	449343.867	454068.929	458779.228	463474.646	468150.389	472793.132	477379.485	481880.571	486275.537	490554.8	494722.215	498788.069	502769.483	506680.437	510524.005	514299.584	518013.519	521672.69	525283.306	528849.37	532374.655	535865.088	539326.809	542764.611	546181.142	549577.525	552954.713	556312.823	559651.393	562970.957	566270.28	569544.816	572788.361	575995.839	579165.739	582297.136	585386.303	588429.153	591422.812	594366.454	597260.768	600106.373	602904.578	605657.304	608366.059	611033.495	613664.658	616265.608	618842.032	621397.464	623935.475	626461.752	628982.761	631503.932	634029.196	636561.594	639104.858	641662.574	644237.774	646833.077	649450.339	652090.611	654754.46	657442.27	660154.961	662893.298	665656.972	668445.43	671258.036	674094.396	676954.175	679837.09	682742.734	685670.437	688619.126	691587.598	694574.155	697576.854	700593.38
226	Argentina	43417.765	43897.888	44390.665	44893.166	45403.014	45918.429	46438.227	46961.77	47488.974	48020.054	48555.173	49094.013	49635.362	50176.942	50715.89	51250.154	51778.777	52302.123	52821.259	53337.889	53853.371	54367.957	54881.441	55394.189	55906.516	56418.738	56931.107	57443.891	57957.483	58472.296	58988.638	59506.625	60026.263	60547.631	61070.747	61595.559	62122.007	62649.842	63178.603	63707.681	64236.524	64764.878	65292.466	65818.687	66342.851	66864.415	67383.159	67898.96	68411.508	68920.544	69425.882	69927.498	70425.562	70920.552	71413.113	71903.819	72392.947	72880.749	73367.803	73854.776	74342.227	74830.464	75319.737	75810.421	76302.908	76797.479	77294.363	77793.577	78295	78798.404	79303.557	79810.41	80318.959	80829.007	81340.366	81852.821	82366.227	82880.455	83395.426	83911.023	84427.142	84943.624	85460.323	85977.028	86493.516	87009.534
227	Bolivia (Plurinational State of)	10724.705	10901.178	11082.904	11268.986	11458.695	11651.439	11846.829	12044.616	12244.689	12447.063	12651.69	12858.414	13066.784	13276.052	13485.312	13693.849	13901.348	14107.816	14313.384	14518.317	14722.85	14926.943	15130.542	15333.815	15536.986	15740.214	15943.576	16147.067	16350.798	16554.872	16759.334	16964.212	17169.465	17375.026	17580.769	17786.599	17992.44	18198.211	18403.754	18608.881	18813.413	19017.281	19220.375	19422.506	19623.464	19823.095	20021.308	20218.066	20413.383	20607.257	20799.715	20990.76	21180.406	21368.738	21555.892	21741.971	21927.038	22111.134	22294.333	22476.768	22658.524	22839.64	23020.178	23200.145	23379.608	23558.572	23737.089	23915.135	24092.705	24269.739	24446.206	24622.079	24797.381	24972.062	25146.084	25319.413	25492.037	25663.929	25835.102	26005.538	26175.252	26344.227	26512.449	26679.911	26846.586	27012.458
228	Brazil	205962.108	207924.771	209919.472	211930.995	213946.752	215956.802	217953.926	219933.538	221893.337	223832.737	225751.122	227646.035	229511.551	231337.584	233111.888	234825.707	236474.985	238061.65	239590.789	241070.699	242508.122	243905.033	245261.599	246581.015	247866.647	249121.713	250348.202	251548.552	252726.766	253887.292	255033.562	256167.309	257288.974	258398.837	259496.51	260581.395	261653.808	262713.192	263756.799	264780.931	265782.624	266761.009	267715.773	268645.12	269547.165	270420.638	271265.31	272081.732	272870.52	273632.756	274369.79	275082.769	275773.454	276444.815	277100.399	277743.612	278376.568	279001.586	279622.503	280243.612	280868.573	281499.93	282139.43	282789.009	283450.267	284124.703	284813.808	285518.936	286241.083	286981.057	287739.479	288517.06	289314.257	290131.004	290967.011	291821.976	292695.744	293588.221	294499.332	295428.904	296376.607	297341.881	298323.988	299321.92	300334.482	301360.246
229	Chile	17762.681	17931.335	18104.928	18281.674	18460.188	18639.378	18818.538	18997.336	19175.711	19353.824	19531.826	19709.507	19886.153	20060.414	20230.542	20395.3	20554.149	20707.337	20855.491	20999.649	21140.662	21278.691	21413.671	21545.856	21675.531	21802.926	21928.273	22051.779	22173.725	22294.421	22414.101	22532.902	22650.952	22768.365	22885.259	23001.729	23117.836	23233.568	23348.774	23463.215	23576.719	23689.24	23800.77	23911.198	24020.403	24128.283	24234.84	24340.11	24444.054	24546.644	24647.926	24747.911	24846.762	24944.755	25042.268	25139.602	25236.94	25334.376	25432.09	25530.255	25629.01	25728.516	25828.89	25930.231	26032.613	26136.101	26240.781	26346.75	26454.116	26563.009	26673.52	26785.712	26899.599	27015.158	27132.365	27251.167	27371.547	27493.506	27617.046	27742.162	27868.828	27996.999	28126.625	28257.602	28389.829	28523.165
230	Colombia	48228.697	48718.614	49215.048	49714.291	50213.365	50709.978	51202.535	51690.209	52172.729	52650.26	53122.925	53590.214	54050.575	54501.173	54938.49	55359.941	55764.446	56152.459	56524.949	56883.638	57229.972	57564.269	57886.58	58197.925	58499.492	58792.318	59077.096	59354.326	59624.663	59888.726	60147.079	60400.165	60648.451	60892.5	61132.886	61370.042	61604.321	61835.774	62064.246	62289.379	62510.913	62728.906	62943.439	63154.222	63360.925	63563.312	63761.394	63955.324	64145.249	64331.351	64513.874	64692.999	64868.989	65042.284	65213.417	65382.876	65551.053	65718.311	65885.038	66051.656	66218.598	66386.169	66554.808	66725.205	66898.156	67074.317	67254.035	67437.448	67624.663	67815.695	68010.516	68209.271	68412.023	68618.634	68828.871	69042.532	69259.541	69479.879	69703.561	69930.62	70161.028	70394.7	70631.505	70871.241	71113.63	71358.331
231	Ecuador	16144.368	16406.178	16673.956	16946.371	17222.352	17501.015	17781.741	18064.132	18347.979	18633.217	18919.786	19207.43	19495.581	19783.279	20069.372	20352.995	20633.731	20911.659	21187.132	21460.754	21733.024	22003.956	22273.493	22541.817	22809.176	23075.763	23341.676	23606.94	23871.596	24135.652	24399.098	24661.933	24924.143	25185.67	25446.46	25706.432	25965.54	26223.663	26480.633	26736.236	26990.255	27242.628	27493.269	27742.019	27988.697	28233.174	28475.386	28715.328	28953.053	29188.646	29422.194	29653.728	29883.289	30110.976	30336.901	30561.172	30783.851	31005.022	31224.83	31443.453	31661.024	31877.651	32093.37	32308.182	32522.053	32734.968	32946.968	33158.133	33368.527	33578.235	33787.343	33995.879	34203.877	34411.394	34618.484	34825.191	35031.554	35237.562	35443.222	35648.543	35853.496	36058.073	36262.277	36466.064	36669.45	36872.413
232	Falkland Islands (Malvinas)	2.898	2.909	2.919	2.932	2.935	2.946	2.953	2.963	2.97	2.979	2.986	2.994	3.005	3.011	3.014	3.019	3.022	3.033	3.035	3.039	3.041	3.05	3.051	3.052	3.059	3.066	3.07	3.071	3.075	3.083	3.087	3.096	3.103	3.109	3.12	3.124	3.132	3.14	3.149	3.156	3.166	3.173	3.185	3.196	3.206	3.214	3.226	3.236	3.246	3.256	3.268	3.279	3.287	3.301	3.313	3.329	3.341	3.354	3.366	3.378	3.391	3.405	3.419	3.439	3.453	3.472	3.489	3.504	3.522	3.541	3.554	3.575	3.597	3.615	3.634	3.655	3.671	3.694	3.712	3.735	3.76	3.779	3.798	3.822	3.843	3.866
233	French Guiana	268.691	275.985	283.426	290.999	298.7	306.53	314.505	322.611	330.862	339.28	347.857	356.617	365.536	374.598	383.785	393.064	402.433	411.893	421.43	431.067	440.78	450.578	460.449	470.387	480.383	490.437	500.542	510.692	520.889	531.16	541.478	551.861	562.31	572.821	583.395	594.03	604.736	615.515	626.361	637.28	648.288	659.372	670.538	681.775	693.088	704.482	715.943	727.483	739.076	750.732	762.445	774.201	785.996	797.848	809.731	821.654	833.604	845.598	857.62	869.681	881.761	893.874	906.019	918.191	930.392	942.634	954.903	967.206	979.522	991.87	1004.221	1016.595	1028.973	1041.362	1053.762	1066.159	1078.561	1090.964	1103.355	1115.747	1128.134	1140.505	1152.876	1165.235	1177.576	1189.906
234	Guyana	768.514	774.005	779.819	785.886	792.13	798.509	804.947	811.421	817.895	824.327	830.706	837.008	843.185	849.209	855.032	860.622	865.969	871.067	875.923	880.561	884.996	889.227	893.265	897.136	900.871	904.493	908.033	911.483	914.851	918.134	921.341	924.474	927.535	930.559	933.537	936.495	939.429	942.358	945.263	948.115	950.918	953.662	956.34	958.967	961.528	964.033	966.466	968.837	971.151	973.393	975.583	977.726	979.811	981.848	983.822	985.741	987.6	989.418	991.184	992.923	994.628	996.314	997.987	999.648	1001.304	1002.965	1004.634	1006.323	1008.029	1009.757	1011.519	1013.328	1015.168	1017.044	1018.955	1020.903	1022.888	1024.902	1026.942	1029.017	1031.112	1033.224	1035.354	1037.487	1039.623	1041.749
235	Paraguay	6639.119	6733.956	6831.753	6931.817	7033.599	7136.623	7240.516	7345.039	7450.001	7555.314	7660.875	7766.511	7871.942	7976.722	8080.319	8182.357	8282.635	8381.178	8478.131	8573.689	8668.095	8761.355	8853.479	8944.629	9035.027	9124.844	9214.163	9303.034	9391.559	9479.86	9568.003	9656.028	9743.936	9831.741	9919.403	10006.885	10094.171	10181.201	10267.827	10353.877	10439.179	10523.669	10607.296	10689.906	10771.362	10851.519	10930.336	11007.793	11083.894	11158.616	11232.007	11304.072	11374.824	11444.386	11512.873	11580.412	11647.068	11712.896	11778.001	11842.471	11906.382	11969.834	12032.893	12095.661	12158.256	12220.78	12283.284	12345.818	12408.455	12471.246	12534.242	12597.464	12660.926	12724.62	12788.513	12852.568	12916.776	12981.118	13045.578	13110.156	13174.818	13239.529	13304.225	13368.845	13433.319	13497.523
236	Peru	31376.671	31810.767	32255.589	32708.193	33166.2	33627.774	34091.689	34557.272	35024.317	35492.972	35963.313	36434.958	36906.617	37376.005	37840.266	38297.306	38746.152	39187.08	39620.988	40049.377	40473.459	40893.37	41308.901	41720.508	42128.676	42533.831	42936.203	43335.952	43733.267	44128.286	44521.124	44911.851	45300.499	45686.99	46071.233	46453.098	46832.524	47209.374	47583.365	47954.165	48321.44	48685.095	49044.982	49400.786	49752.108	50098.699	50440.44	50777.392	51109.603	51437.192	51760.295	52079.009	52393.487	52704.111	53011.341	53315.567	53617.058	53916.035	54212.77	54507.583	54800.76	55092.487	55383.002	55672.659	55961.859	56250.883	56539.965	56829.159	57118.35	57407.349	57695.995	57984.287	58272.318	58560.194	58848.056	59136.018	59424.058	59712.105	60000.033	60287.68	60574.919	60861.611	61147.668	61433.012	61717.591	62001.377
