BHS	Багамы	-999	-999.00	-999.00	100.00%	406.8	0.01%	13943	0.01%
HTI	Гаити	-999	-999.00	-999.00	100.00%	11371.2	0.15%	27750	0.02%
HND	Гондурас	-999	-999.00	-999.00	100.00%	9719.3	0.13%	112492	0.07%
DOM	Доминиканская Республика	-999	-999.00	-999.00	100.00%	11108.4	0.14%	48671	0.03%
CRI	Коста-Рика	-999	-999.00	-999.00	100.00%	5044.2	0.06%	51100	0.03%
NIC	Никарагуа	-999	-999.00	-999.00	100.00%	6416.6	0.08%	130373	0.09%
PAN	Панама	-999	-999.00	-999.00	100.00%	4289.3	0.06%	75417	0.05%
PRY	Парагвай	-999	-999.00	-999.00	100.00%	7066.3	0.09%	406752	0.27%
PRI	Пуэрто-Рико	-999	-999.00	-999.00	100.00%	3650.6	0.05%	9104	0.01%
SLV	Сальвадор	-999	-999.00	-999.00	100.00%	6479.1	0.08%	21041	0.01%
URY	Уругвай	-999	-999.00	-999.00	100.00%	3494.4	0.04%	176215	0.12%
GUF	Французская Гвиана	-999	-999.00	-999.00	100.00%	304.0	0.00%	83534	0.06%
JAM	Ямайка	-999	-999.00	-999.00	100.00%	2913.2	0.04%	10991	0.01%
VEN	Венесуэла	1970	197.24	25.50	12.93%	33172.4	0.43%	916445	0.61%
TTO	Тринидад и Тобаго	1978	11.39	2.72	23.88%	1377.7	0.02%	5130	0.00%
PER	Перу	1982	10.24	3.42	33.40%	33312.2	0.43%	1285216	0.85%
CHL	Чили	1982	2.30	0.25	11.04%	18472.6	0.24%	756102	0.50%
BRB	Барбадос	1984	0.10	0.05	50.78%	287.6	0.00%	431	0.00%
ARG	Аргентина	1998	44.03	23.26	52.83%	45510.4	0.59%	2780400	1.85%
GTM	Гватемала	1998	1.20	0.39	32.79%	17910.8	0.23%	108889	0.07%
CUB	Куба	2004	3.00	2.09	69.53%	11495.5	0.15%	109884	0.07%
COL	Колумбия	2013	53.19	41.27	77.59%	50220.4	0.65%	1141748	0.76%
ECU	Эквадор	2014	29.83	25.76	86.36%	17335.6	0.22%	276841	0.18%
SUR	Суринам	2016	0.86	0.76	88.07%	577.8	0.01%	163820	0.11%
BOL	Боливия	2019	3.10	1.88	60.61%	11544.0	0.15%	1098581	0.73%
BRA	Бразилия	2020	156.07	156.07	100.00%	213863.0	2.75%	8515767	5.66%
GUY	Гайяна	2020	3.77	3.77	100.00%	790.8	0.01%	214969	0.14%
	Всего South America:	2015	383.43	286.93	74.83%	528134.1	6.79%	18541606	12.32%
