Report generated on: 07-09-2021 13:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
INTL.57-1-QAT-TBPD.A,                Crude oil including lease condensate (Mb/d),570.4520547945,517.7698630137,437.9506849315,497.0846994536,445.0356164384,486.9863013699,508.0739726027,471.7786885246,405.2164383562,329.8767123288,294.9452054795,394.3715846995,301.4794520548,307.9890410959,293.0520547945,345.9398907104,380.1150684932,406.0001068493,395.0003616438,395.7103825137,413.0004547945,414.8767123288,441.6876712329,510.4781420765,549.8630136986,695.602739726,664.9479452055,741.7241693989,729.5890273973,709.1095890411,806.602739726,901.3932759563,977.5616438356,995.6438356164,1082.9452054795,1172.6120218579,1275.1506849315,1451.301369863,1550,1522.1857923497,1540,1537.4246575343,1498,1495.9016393443,1367.6712328767,1367.3287671233,1355.4438356164,1343.1448087432,
INTL.58-1-QAT-TBPD.A,                NGPL (Mb/d),,,,,,,,10,24,30,25,28,30,22,24,30,24,40,50,55,55,50,55,50,70,85,110.904109589,133,150,160,201.0684931507,250,265,280,250,255.5323934426,262.6753232877,286.8187068493,317.9589041096,336.3114754098,352,352,359.0410958904,330,381,381,381,381.4234972678,
INTL.59-1-QAT-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8493150685,11.2602739726,23.7568306011,25,32,37.0410958904,134.5956284153,152,152,148.3424657534,152.4863387978,125.301369863,155,155,133.7704918033,
INTL.56-1-QAT-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,1.2,1.5,2.3,1.8,1.6,1.8,1.9,2.3,2.1,2,2.5,2.7,2.7,2.9,4.3249639953,0.659549557,1.6496815911,10.9556630231,10.682,11.045,7.171,6.662,7.313,6.495,10.179,10.188,10.12,9.38,9.818,8.805,8.805,8.805,8.805,8.805,8.805,
,Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-REU-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-REU-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-REU-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-REU-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-REU-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-REU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-ROU-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,252,255,256,255,252,235,233,227,203,190,167,146,147,142.8000164384,148.9164383562,149,150.2,149.1,147.4438356164,140.1109589041,137.1591491963,139.5882002711,140.4283223562,133.6581970685,131.6316338798,124.7218493151,116.641290411,115.6512712329,116.9846065574,112.6989041096,106.4518630137,106.509139726,102.5399863388,105.0566246575,105.0896712329,102.5127945205,96.4888360656,90.4643616438,89.5600739726,89.7196821918,87.2837021858,
INTL.55-1-ROU-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,252,255,256,255,252,235,236,230,206,193,171,148,143,137.0000164384,141.6164383562,141,142,140.4,138.3438356164,132.2109589041,128.4180327869,131.214,130.706,123.961,121.2486338798,112.3068493151,103.660290411,102.7342712329,104.4296065574,100.1769041096,95.1458630137,95.174139726,91.2999863388,93.9886246575,92.8106712329,90.1007945205,84.0768360656,78.0523616438,77.1480739726,77.3076821918,74.8717021858,
INTL.57-1-ROU-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,238,241,242,240,237,220,221,215,193,180,163,140,136,133.0000164384,137.6164383562,135,135,134,131.6438356164,125.2109589041,120.4180327869,124,122.379,116.365,114.2486338798,105.3068493151,96.460290411,94.4191780822,95.3968196721,91.6601917808,88.1388630137,86.8639972603,84.350215847,84.9924191781,83.3473863014,82.6547945205,77.9098360656,72.2123616438,71.1020739726,69.8889780822,67.5825136612,
INTL.58-1-ROU-TBPD.A,                NGPL (Mb/d),,,,,,,,14,14,14,15,15,15,15,15,13,13,8,8,7,4,4,6,7,6.4,6.7,7,8,7.214,8.327,7.596,7,7,7,7.6150931507,7.7327868852,7.8167123288,6,5.2711424658,4.0917704918,5.4992054795,6.6542849315,4,2,2,2,1.9177041096,1.7881885246,
INTL.59-1-ROU-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,1.3,0.7,1.007,3.039,2.858,3.497,2.809,3.446,4.167,3.84,4.046,5.501,5.501,
INTL.56-1-ROU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-3.4,-3.2,-3.1,-3.1,-3.9,-2.2,4.3,5.8,7.3,8,8.2,8.7,9.1,7.9,8.7411164094,8.3742002711,9.7223223562,9.6971970685,10.383,12.415,12.981,12.917,12.555,12.522,11.306,11.335,11.24,11.068,12.279,12.412,12.412,12.412,12.412,12.412,12.412,
,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-RUS-TBPD.A,        Total petroleum and other liquids (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7631.9371557377,6951.008720548,6307.0849315069,6172.7219178082,6016.8743169399,6101.0849315069,6069.5821917808,6312.3835616438,6723.6388897166,7159.734757048,7658.8911834598,8534.7785520427,9273.7706612022,9511.2411780822,9732.3503835617,9938.1821753425,9875.0326721312,10049.5523424658,10290.0545753425,10412.1340958904,10600.0426885246,10770.6205479452,10858.1690684932,11042.2979863014,11252.7691967213,11237.8103155023,11391.315834889,11480.1351518753,10503.8657803041,
INTL.55-1-RUS-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7631.9371557377,6950.008720548,6335.0849315069,6175.2219178082,6034.8743169399,6115.0849315069,6073.8821917808,6309.9835616438,6711.4970819672,7154.038,7654.1565616438,8522.0705753425,9261.0136612022,9500.2191780822,9718.7643835617,9922.8031753425,9856.6196721312,10034.0553424658,10278.3815753425,10394.4830958904,10579.8576885246,10748.2315479452,10836.1680684932,11009.5369863014,11220.0081967213,11205.0493155023,11358.554834889,11447.3741518754,10471.1047803041,
INTL.57-1-RUS-TBPD.A,                Crude oil including lease condensate (Mb/d),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7631.9371557377,6730.008720548,6135.0849315069,5995.2219178082,5849.8743169399,5920.0849315069,5853.8821917808,6078.9835616438,6479.202,6917,7408.173,8132.1987945206,8804.7076502732,9043.0821917808,9247.2054794521,9437.0634493151,9356.7836065574,9495.3649315069,9694.1144657534,9773.5178082192,9921.6092896175,10053.8438356164,10107.0876712329,10252.8547945205,10551.4972677596,10605.0493155023,10758.554834889,10847.3741518753,9865.4217201948,
INTL.58-1-RUS-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,230,220,200,180,185,195,220,231,232.2950819672,237.038,245.9835616438,389.8717808219,456.306010929,457.1369863014,471.5589041096,485.7397260274,499.8360655738,538.6904109589,573.704109589,610.5232876712,647.1693989071,683.8767123288,719.8273972603,756.6821917808,668.5109289617,600,600,600,605.6830601093,
INTL.59-1-RUS-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.563,10.442,11.079,10.511,9.253,0,0,0,0,0,0,
INTL.56-1-RUS-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,-43,1,-28,-2.5,-18,-14,-4.3,2.4,12.1418077494,5.696757048,4.7346218159,12.7079767003,12.757,11.022,13.586,15.379,18.413,15.497,11.673,17.651,20.185,22.389,22.001,32.761,32.761,32.761,32.761,32.761,32.761,
,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-RWA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-RWA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-RWA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-RWA-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-RWA-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-RWA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SHN-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-SHN-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-SHN-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-SHN-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-SHN-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-SHN-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-KNA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-KNA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-KNA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-KNA-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-KNA-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-KNA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-LCA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-LCA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-LCA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-LCA-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-LCA-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-LCA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SPM-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-SPM-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-SPM-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-SPM-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-SPM-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-SPM-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Saint Vincent/Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-VCT-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-VCT-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-VCT-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-VCT-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-VCT-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-VCT-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-WSM-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-WSM-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-WSM-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-WSM-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-WSM-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-WSM-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-STP-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-STP-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-STP-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-STP-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-STP-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-STP-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SAU-TBPD.A,        Total petroleum and other liquids (Mb/d),7596.1369863014,8479.8876712329,7075.0739726027,8576.9672131148,9245.0191780822,8300.7123287671,9531.9561643836,9900.1584699454,9814.9479452055,6482.9917808219,5085.895890411,4663.2021857924,3387.8219178082,4870.0164383562,4264.9917808219,5085.9508196721,5064.1561643836,6410.0035945206,8114.9958630137,8332.1942500554,8893.5328767123,9101.1780821918,9235.1904109589,9237.6699453552,9400.294520548,9471.5767123288,8906.9753424658,9475.7489543332,9156.6399508381,8809.5066575343,10076.8106062192,10796.2416721311,11496.3079863014,11098.4387671233,10748.6228493151,11428.6004344262,10314.7114465753,10908.355,11469.8631643836,11840.6744043716,11699.7236849315,11628.6804657534,12087.388630137,12402.7610382514,11833.1146575342,12118.8269863014,11471.3338356164,10820.3566666667,
INTL.55-1-SAU-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",7596.1369863014,8479.8876712329,7075.0739726027,8576.9672131148,9245.0191780822,8300.7123287671,9531.9561643836,9900.1584699454,9814.9479452055,6482.9917808219,5085.895890411,4663.2021857924,3387.8219178082,4870.0164383562,4264.9917808219,5085.9508196721,5064.1561643836,6410.0035945206,8114.9958630137,8332.1942500554,8902.2328767123,9105.9780821918,9236.6904109589,9235.4699453552,9399.194520548,9468.8767123288,8903.3753424658,9471.7991803279,9152.095890411,8809.395890411,10075,10790.8196721311,11490.1369863014,11092.3287671233,10741.5068493151,11422.2564344262,10310.1124465753,10900,11458.3561643836,11832.3224043716,11693.1506849315,11615.3424657534,12063.698630137,12379.0710382514,11809.4246575342,12095.1369863014,11447.6438356164,10796.6666666667,
INTL.57-1-SAU-TBPD.A,                Crude oil including lease condensate (Mb/d),7596.1369863014,8479.8876712329,7075.0739726027,8576.9672131148,9245.0191780822,8300.7123287671,9531.9561643836,9900.1584699454,9814.9479452055,6482.9917808219,5085.895890411,4663.2021857924,3387.8219178082,4870.0164383562,4264.9917808219,5085.9508196721,5064.1561643836,6410.0035945206,8114.9958630137,8332.1942500554,8198.2328767123,8119.8739726027,8231.2328767123,8218.1174863388,8362.1753424658,8388.904109589,7833.3917808219,8403.7991803279,8031.095890411,7634.395890411,8775,9100.8196721312,9550.1369863014,9152.3287671233,8721.5068493151,9261.2509699454,8250.1124465754,8900,9458.3561643836,9832.3224043716,9693.1506849315,9735.3424657534,10168.2465753425,10460.7103825137,10305.4246575342,10598.1369863014,9980.904109589,9405.6666666667,
INTL.58-1-SAU-TBPD.A,                NGPL (Mb/d),,,,,,,,369,433,430,330,355,375,385,418,499,503,620,680,713,704,951.104109589,961.4575342466,967.3524590164,982.0191780822,1019.9726027397,1009.9835616438,1008,1051,1095,1220,1610,1860,1860,1940,2080,1980,1920,1920,1920,1920,1800,1815.4520547945,1838.3606557377,1424,1417,1386,1311,
INTL.59-1-SAU-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,50,55,60,60,60,70,80,80,80,80,80,80,81.0054644809,80,80,80,80,80,80,80,80,80,80,80.7397260274,80,
INTL.56-1-SAU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,16,17,16,14,15,15,-0.2,-9.3,-8,-12,-11,-5.1,-8.6,-8.7,-4.8,-1.5,2.2,1.1,2.7,3.6,3.9497740053,4.5440604271,0.1107671233,1.8106062192,5.422,6.171,6.11,7.116,6.344,4.599,8.355,11.507,8.352,6.573,13.338,23.69,23.69,23.69,23.69,23.69,23.69,
,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
