Report generated on: 07-09-2021 13:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
INTL.59-1-CUB-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1,1,1,1,0.8,0.5,0.4,0.3,0.3,5.251,5.148,5.302,4.988,4.943,2.24,1.809,0.5,0.5,0.5,0.5,
INTL.56-1-CUB-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-2.9,-3.1,-3.7,-4.2,-4.1,-4,-2,-2.1,-1.9,-2,-0.8,0.2,0.8,0.8,0.7779909415,0.4623799436,0.2481037421,0.1083950164,0.283,0.386,0.106,0.695,-1.847,-2.193,-1.762,-1.747,-2.084,-1.462,-1.774,-1.905,-1.905,-1.905,-1.905,-1.905,-1.905,
,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-CYP-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0.0194789579,-0.0147335736,-0.0112737023,0.022656951,0.0465942273,-0.0344916283,-0.1,-0.2,-0.1,-0.2,0,-0.3,-0.3,-0.4,-0.3640303454,-0.3568359597,-0.2587624777,-0.1913592235,-0.073,0.02,0.02,0.02,0.2,0.2,0.11,0.13,0.13,0.04,0.03,0,0.01,0,0,0,0,
INTL.55-1-CYP-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.2,0.2,0.11,0.13,0.13,0.04,0.03,0,0.01,0,0,0,0,
INTL.57-1-CYP-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-CYP-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-CYP-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.2,0.2,0.11,0.13,0.13,0.04,0.03,0,0.01,0,0,0,0,
INTL.56-1-CYP-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0.0194789579,-0.0147335736,-0.0112737023,0.022656951,0.0465942273,-0.0344916283,-0.1,-0.2,-0.1,-0.2,,-0.3,-0.3,-0.4,-0.3640303454,-0.3568359597,-0.2587624777,-0.1913592235,-0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-CZE-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,2.488,2.8,3.9,5.3,4.6,4.6,9.5602739726,9.3624262295,9.245460274,12.4753479452,15.3458876712,17.167136612,17.5440684932,16.089369863,13.7436986301,11.626568306,10.390109589,15.7647808219,16.2789315068,16.75,14.43,17.815,17.3406164384,15.3233333333,13.1537041096,11.8196027397,10.7700630137,13.984863388,
INTL.55-1-CZE-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,2.162,2.5,3,4.3,3.5,3.8,8.4602739726,7.7666666667,7.1698630137,8.2684931507,9.6739726027,11.325136612,11.5150684932,9.501369863,7.4136986301,7.412568306,6.504109589,11.5807808219,12.4279315068,12.635,10.753,13.522,11.9046164384,10.8063333333,7.3497041096,6.1596027397,4.8630630137,8.077863388,
INTL.57-1-CZE-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,2.1,2.4,3,4.2,3.3,3.6,3.9150684932,3.5901639344,3.6712328767,5.3452054795,6.501369863,6.0792349727,6.1671232877,5.3287671233,5,4.9153005464,4.2520547945,3.5917808219,3.0849315068,3,3,3,2.8356164384,2.3333333333,2.1698493151,2.2054493151,1.6253671233,1.8426721311,
INTL.58-1-CZE-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,0.062,0.1,,0.1,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-CZE-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,4.3452054795,4.0765027322,3.498630137,2.9232876712,3.1726027397,5.2459016393,5.3479452055,4.1726027397,2.4136986301,2.4972677596,2.2520547945,7.989,9.343,9.635,7.753,10.522,9.069,8.473,5.1798547945,3.9541534247,3.2376958904,6.2351912568,
INTL.56-1-CZE-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,0.326,0.3,0.9,1,1.1,0.8,1.1,1.5957595628,2.0755972603,4.2068547945,5.6719150685,5.842,6.029,6.588,6.33,4.214,3.886,4.184,3.851,4.115,3.677,4.293,5.436,4.517,5.804,5.66,5.907,5.907,
,Côte d’Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-CIV-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,2,8,10,24,28,29,20,18,12,1.7,1.7,1.8,1.3,0.7999863014,7.3,8.5232876712,16.3,19.5671232877,20.9,16,12.3646668302,11.5406338013,13.0747076337,19.8515846841,27.777,39.936,63.297,53.044,59.9320273224,58.480260274,44.5418767123,40.2740410959,38.7133005464,38.083,37.04,30.9433013699,41.8815901639,39.380576,38.33136,40.671289,38.1210373654,
INTL.55-1-CIV-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,1,7,9,23,27,28,20,18,12,2,2,2,1.5,0.4999863014,6.8,8.0232876712,16,18.7671232877,20,15,11.4972677596,11,12,19,26,39,62,52,59.1650273224,57.817260274,43.8328767123,39.5890410959,37.9153005464,37,36,29.5863013699,40.5245901639,38.023576,36.97436,39.314289,36.7640373654,
INTL.57-1-CIV-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,1,7,9,23,27,28,20,18,12,2,2,2,1.5,0.4999863014,6.8,8.0232876712,16,18.7671232877,20,15,11.4972677596,11,12,19,26,39,62,52,59.1650273224,57.817260274,43.8328767123,39.5890410959,37.9153005464,37,36,29.5863013699,40.5245901639,38.023576,36.97436,39.314289,36.7640373654,
INTL.58-1-CIV-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-CIV-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-CIV-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,0.8,-0.0658411186,-0.0148893584,-0.2,-0.3,-0.3,-0.2,-0.2,0.3,0.5,0.5,0.3,0.8,0.9,1,0.8673990707,0.5406338013,1.0747076337,0.8515846841,1.777,0.936,1.297,1.044,0.767,0.663,0.709,0.685,0.798,1.083,1.04,1.357,1.357,1.357,1.357,1.357,1.357,
,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-DNK-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,5.3,15,34,44,46,58,76,97,99,117,121,144,163,174.1841643836,185.5780821918,187.2767123288,210.0234972678,233.2821917808,240.6534246575,302.5808219178,365.1792704918,348.9895835616,373.4323589041,378.4092246575,392.745273224,380.783569863,345.7568136986,315.2797123288,290.4678879781,264.3076849315,249.290430137,225.0753452055,205.9141830601,180.1261671233,169.6287123288,162.1015753425,142.8776120219,141.1544726275,119.1380712957,105.9510731028,77.6354785097,
INTL.55-1-DNK-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,6,15,35,45,46,58,76,97,99,117,121,143,163,173.9561643836,184.9780821918,186.0767123288,207.9234972678,230.4821917808,238.3534246575,300.1808219178,362.9344262295,346.692739726,371.5416438356,375.9265753425,390.447273224,378.545569863,343.4048136986,312.9557123288,288.3128879781,261.6806849315,246.985430137,222.8473452055,203.8301830601,177.6061671233,167.5217123288,159.5885753425,140.8066120219,138.7664726275,117.1020712957,103.5280731028,75.2124785097,
INTL.57-1-DNK-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,6,15,35,45,46,58,76,97,99,117,121,143,163,173.9561643836,184.9780821918,186.0767123288,207.9234972678,230.4821917808,238.3534246575,300.1808219178,362.9344262295,346.202739726,370.7616438356,375.0465753425,389.147273224,377.145569863,342.0048136986,311.5557123288,286.5128879781,259.9806849315,245.359430137,221.1463452055,202.2461830601,175.4011671233,165.2497123288,156.3165753425,140.6366120219,137.0939548193,115.2607288299,102.0670292671,71.4123118431,
INTL.58-1-DNK-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-DNK-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.78,0.88,1.3,1.4,1.4,1.4,1.8,1.7,1.626,1.701,1.584,2.205,2.272,3.272,0.17,1.6725178082,1.8413424658,1.4610438356,3.8001666667,
INTL.56-1-DNK-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,-0.7,-0.3,-0.8,-0.7,-0.1,0.0749452055,0.2,-0.1,-0.1,-0.0596767123,0.1,0.7,0.5,0.228,0.6,1.2,2.1,2.8,2.3,2.4,2.2448442623,2.2968438356,1.8907150685,2.4826493151,2.298,2.238,2.352,2.324,2.155,2.627,2.305,2.228,2.084,2.52,2.107,2.513,2.071,2.388,2.036,2.423,2.423,
,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-DJI-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-DJI-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-DJI-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-DJI-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-DJI-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-DJI-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-DMA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-DMA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-DMA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-DMA-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-DMA-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-DMA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-DOM-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,1,1,1,1,1,1,-0.2,0.0435133826,0.0371532626,0.0904710671,-0.1,-0.2,-0.9,-0.5,-0.4,-1,-0.9,-1,-1,-0.4,-0.1542696613,-0.0947265027,-0.067024884,0.0119472391,-0.449,-0.389,-0.309,-0.392,-0.266,0.035,-0.041,-0.104,-0.103,-0.112,-0.038,-0.116,-0.116,-0.116,-0.116,-0.116,-0.116,
INTL.55-1-DOM-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-DOM-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-DOM-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-DOM-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-DOM-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,-0.2,0.0435133826,0.0371532626,0.0904710671,-0.1,-0.2,-0.9,-0.5,-0.4,-1,-0.9,-1,-1,-0.4,-0.1542696613,-0.0947265027,-0.067024884,0.0119472391,-0.449,-0.389,-0.309,-0.392,-0.266,0.035,-0.041,-0.104,-0.103,-0.112,-0.038,-0.116,-0.116,-0.116,-0.116,-0.116,-0.116,
,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-ECU-TBPD.A,        Total petroleum and other liquids (Mb/d),208.7808219178,177.0410958904,160.8575342466,187.5273224044,183.3998931507,201.7890410959,214.0684931507,204.1530054645,211.1643835616,210.8630136986,237.1232876712,257.9234972678,281.2438356164,293.2739726027,174.095890411,302.1530054645,278.797260274,285.0410958904,299.0657534247,320.9995491803,348.5205479452,369.9205479452,395.8273972603,397.8781420765,389.4452054795,376.298630137,374.0438356164,396.3113704883,412.5113080866,392.718592179,411.3417693434,531.0057021858,534.7554,538.3887643836,512.6899863014,507.7167021858,488.3361972603,488.8928767123,501.8050219178,507.396079235,530.4544082192,561.0120575342,547.7388410959,551.7112295082,534.6172876712,520.4992662301,534.3006893671,482.6648239071,
INTL.55-1-ECU-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",208.7808219178,177.0410958904,160.8575342466,187.5273224044,183.3998931507,201.7890410959,214.0684931507,204.1530054645,211.1643835616,210.8630136986,237.1232876712,257.9234972678,281.2438356164,293.2739726027,174.095890411,302.1530054645,278.797260274,285.0410958904,299.0657534247,320.9995491803,347.5205479452,367.9205479452,395.0273972603,399.9781420765,391.3452054795,379.098630137,376.6438356164,398.2207650273,414.9835616438,395.029,413.3136986301,532.2447021858,535.9764,539.6797643836,514.3879863014,508.7277021858,489.6201972603,490.2868767123,503.6130219178,508.692079235,532.9874082192,563.4160575342,550.5448410959,554.5172295082,537.4232876712,523.3052662301,537.1066893671,485.4708239071,
INTL.57-1-ECU-TBPD.A,                Crude oil including lease condensate (Mb/d),208.7808219178,177.0410958904,160.8575342466,187.5273224044,183.3998931507,201.7890410959,214.0684931507,204.1530054645,211.1643835616,210.8630136986,237.1232876712,257.9234972678,281.2438356164,293.2739726027,174.095890411,302.1530054645,278.797260274,285.0410958904,299.0657534247,320.9995491803,343.5205479452,364.9205479452,392.0273972603,395.9781420765,388.3452054795,375.098630137,372.6438356164,394.9207650273,412.1835616438,392.529,411.0136986301,528.2447021858,531.9764,535.6797643836,511.0879863014,504.7277021858,485.6201972603,486.0868767123,499.5130219178,503.592079235,526.1124082192,556.3580575342,543.0948410959,547.9262295082,531.3232876712,517.2052662301,531.0066893671,479.3708239071,
INTL.58-1-ECU-TBPD.A,                NGPL (Mb/d),,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,3,4,4,3.3,2.8,2.5,2.3,4,4,4,3,4,4,4,4,5,6,6,7,6,6,6,6,6,
INTL.59-1-ECU-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.2,0.1,0.1,0.875,1.058,0.45,0.591,0.1,0.1,0.1,0.1,
INTL.56-1-ECU-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,-0.4,-0.7,-0.5,-0.5,-0.5,-0.4,-0.0593344125,1,2,0.8,-2.1,-1.9,-2.8,-2.6,-1.909394539,-2.4722535573,-2.310407821,-1.9719292867,-1.239,-1.221,-1.291,-1.698,-1.011,-1.284,-1.394,-1.808,-1.296,-2.533,-2.404,-2.806,-2.806,-2.806,-2.806,-2.806,-2.806,
,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-EGY-TBPD.A,        Total petroleum and other liquids (Mb/d),164.9999808219,149.9999287671,235.0000465753,330.0000519126,414.999969863,485.0002712329,524.9999808219,594.9997377049,597.9997589041,670.0000986301,727.028769863,821.9999016393,887.0000630137,813.0001260274,896.0000082192,848.0000601093,865.0003315069,873.0007260274,874.0011232877,881.2188469945,898.1,903.8054794521,929.5,933.6666666667,869.7575342466,848.3054794521,872.5890410959,793.3373379353,748.0604841268,742.5516913274,744.095380358,700.0920300546,682.7735479452,662.7359041096,658.8939726027,691.0547704918,701.3859315069,694.5144246575,701.7456438356,703.8978196721,707.0143835616,706.6114520548,713.4339589041,679.7874808743,655.0596828042,662.9552775172,643.7601742505,602.7021011608,
INTL.55-1-EGY-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",164.9999808219,149.9999287671,235.0000465753,330.0000519126,414.999969863,485.0002712329,524.9999808219,594.9997377049,597.9997589041,670.0000986301,727.028769863,821.9999016393,887.0000630137,813.0001260274,896.0000082192,848.0000601093,865.0003315069,873.0007260274,874.0011232877,881.2188469945,908,913.8054794521,939,942.6666666667,879.4575342466,857.8054794521,881.5890410959,803.44,758.398,750.987,749.651,708.1300300546,689.7205479452,665.9589041096,664.2739726027,693.5737704918,704.2849315069,697.6154246575,704.3096438356,708.8128196721,708.5393835616,708.4514520548,714.6109589041,680.9644808743,656.2366828042,664.1322775172,644.9371742505,603.8791011608,
INTL.57-1-EGY-TBPD.A,                Crude oil including lease condensate (Mb/d),164.9999808219,149.9999287671,235.0000465753,330.0000519126,414.999969863,485.0002712329,524.9999808219,594.9997377049,597.9997589041,670.0000986301,727.028769863,821.9999016393,887.0000630137,813.0001260274,896.0000082192,848.0000601093,865.0003315069,873.0007260274,874.0011232877,881.2188469945,890,895.8054794521,920,921.6666666667,856.4575342466,833.8054794521,851.5890410959,768.33,719.663,715.417,712.673,673.3810300546,623.3205479452,615.9698630137,608.3561643836,633.3989071038,648.7123287671,636.3315068493,637.4438356164,641.6229508197,644.9205479452,645.1123287671,682.3561643836,651.3825136612,626.8630136986,638.8493150685,622.6410958904,586.7349726776,
INTL.58-1-EGY-TBPD.A,                NGPL (Mb/d),,,,,,,,17,17,20,25,25,27,24,25,35,45,40,45,14,18,18,19,21,23,24,30,35.11,38.735,35.57,36.978,34.749,66.4,49.9890410959,55.9178082192,60.174863388,55.5726027397,60.4219178082,65.9178082192,66.3278688525,62.8438356164,63.1671232877,32.2547945205,29.5819672131,29.3736691055,25.2829624487,22.29607836,17.1441284832,
INTL.59-1-EGY-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0.948,0.862,0.775,0.172,0,0,0,0,0,0,
INTL.56-1-EGY-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,1,1,1,1,1,1,-11,-10,-10,-11,-12,-12,-12,-9.9,-10,-9.5,-9,-9.7,-9.5,-9,-10.1026620647,-10.3375158732,-8.4353086726,-5.555619642,-8.038,-6.947,-3.223,-5.38,-2.519,-2.899,-3.101,-2.564,-4.915,-1.525,-1.84,-1.177,-1.177,-1.177,-1.177,-1.177,-1.177,
,El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SLV-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0.0026354603,-0.0476892053,-0.0552833556,0.0150815799,-0.0615051709,-0.1,-0.0431070223,-0.017,0,0,-0.1,-0.3,-0.5,-0.6,-0.5912635481,-0.6692957526,-0.2777651099,-0.1058898061,-0.204,0.966,5.308,4.297,4.182,1.772,-0.52,-0.374,-0.314,0.003,0.003,0,0,0.003,0.003,0.003,0.003,
INTL.55-1-SLV-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.35,1.54,5.78,4.74,4.555,2.15,0,0.003,0.003,0.003,0.003,0,0,0.003,0.003,0.003,0.003,
INTL.57-1-SLV-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-SLV-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-SLV-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.35,1.54,5.78,4.74,4.555,2.15,0,0.003,0.003,0.003,0.003,0,0,0.003,0.003,0.003,0.003,
INTL.56-1-SLV-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0.0026354603,-0.0476892053,-0.0552833556,0.0150815799,-0.0615051709,-0.1,-0.0431070223,-0.017,,,-0.1,-0.3,-0.5,-0.6,-0.5912635481,-0.6692957526,-0.5777651099,-0.5058898061,-0.554,-0.574,-0.472,-0.443,-0.373,-0.378,-0.52,-0.377,-0.317,0,0,0,0,0,0,0,0,
,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-GNQ-TBPD.A,        Total petroleum and other liquids (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,4.5,5.0109589041,5.0016438356,17,52.4219178082,83,102,167.5,181.4383561644,212.5616438356,206.4658767123,368.2076502732,375.4767123288,362.8657534247,368.5287671233,359.2031530055,346.0160684932,322.7103835616,298.8880328767,310.4,290.797260274,278,268,244,202.7787671233,184.9843835616,166.7671232877,157.5628415301,
INTL.55-1-GNQ-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,4.5,5.0109589041,5.0016438356,17,52.4219178082,83,102,167.5,181.4383561644,212.5616438356,206.4658767123,368.2076502732,375.4767123288,362.8657534247,368.5287671233,359.2031530055,346.0160684932,322.7103835616,298.8880328767,310.4,290.797260274,278,268,244,202.7787671233,184.9843835616,166.7671232877,157.5628415301,
INTL.57-1-GNQ-TBPD.A,                Crude oil including lease condensate (Mb/d),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.6,4.5,5.0109589041,5.0016438356,17,52.4219178082,83,102,167.5,181.4383561644,212.5616438356,206.4658767123,365.4590163934,362.5342465753,342.8657534247,345.3698630137,336.8344371585,321.9787287671,297.780739726,278.3880328767,289.4,269.797260274,260,250,227,184.3287671233,172.2328767123,155.7671232877,147.5628415301,
