Year,2008,2009,2010,2011,2012,2014,2015,2016,2017
1965,1566.80,1567.26,1567.26,1567.26,1567.88,1567.88,1567.89,1567.89,1567.89
1966,1701.22,1701.68,1701.68,1701.68,1702.30,1702.30,1702.32,1702.32,1702.32
1967,1825.39,1825.89,1825.89,1825.89,1826.58,1826.58,1826.59,1826.59,1826.60
1968,1991.59,1992.09,1992.09,1992.09,1992.80,1992.80,1992.79,1992.79,1992.80
1969,2141.91,2142.47,2142.47,2142.47,2143.42,2143.42,2143.40,2143.40,2143.41
1970,2355.91,2356.61,2356.61,2356.61,2357.99,2357.99,2357.98,2357.98,2357.97
1971,2493.38,2494.42,2494.42,2494.42,2496.18,2496.18,2496.17,2496.17,2496.17
1972,2637.40,2638.72,2638.72,2638.72,2640.63,2640.63,2640.63,2640.63,2640.63
1973,2867.48,2868.96,2868.96,2868.96,2871.33,2871.33,2871.33,2871.33,2871.34
1974,2875.81,2877.18,2877.18,2877.18,2879.40,2879.40,2879.41,2879.41,2879.45
1975,2734.82,2736.02,2736.02,2736.02,2738.15,2738.15,2738.14,2738.14,2738.13
1976,2969.38,2970.67,2970.67,2970.67,2972.87,2972.87,2972.86,2972.86,2972.84
1977,3073.55,3074.84,3074.84,3074.84,3077.06,3077.06,3077.04,3077.04,3077.03
1978,3103.38,3104.45,3104.45,3104.45,3106.81,3106.81,3106.84,3106.84,3106.84
1979,3233.49,3234.69,3234.69,3234.69,3237.26,3237.26,3237.23,3237.23,3237.23
1980,3088.25,3089.29,3089.29,3089.36,3091.89,3091.89,3091.87,3091.87,3091.87
1981,2910.17,2911.12,2911.12,2911.18,2913.86,2913.86,2913.84,2913.84,2913.85
1982,2795.70,2796.69,2796.69,2796.83,2799.68,2799.68,2799.66,2799.66,2799.66
1983,2759.03,2759.91,2759.91,2759.93,2763.02,2763.02,2763.01,2763.01,2763.00
1984,2814.33,2815.21,2815.21,2815.10,2818.69,2818.69,2818.69,2818.49,2818.53
1985,2791.80,2792.81,2792.81,2792.69,2796.77,2796.77,2796.79,2796.62,2796.67
1986,2935.76,2937.22,2937.22,2937.25,2941.62,2941.62,2941.62,2941.46,2941.41
1987,2946.81,2948.19,2948.19,2948.23,2952.51,2952.51,2952.51,2952.36,2952.34
1988,3068.92,3070.27,3070.27,3070.34,3074.74,3074.74,3074.73,3074.60,3074.55
1989,3102.74,3104.14,3104.14,3104.20,3108.63,3108.63,3108.63,3108.51,3108.47
1990,3170.42,3171.72,3171.72,3171.81,3175.43,3175.43,3175.45,3175.55,3175.49
1991,3160.51,3161.62,3161.62,3161.83,3165.67,3165.67,3165.64,3165.74,3165.63
1992,3190.14,3191.13,3191.13,3191.30,3195.31,3195.31,3195.32,3195.48,3195.28
1993,3188.89,3189.98,3189.98,3190.27,3194.47,3194.47,3194.45,3194.84,3194.55
1994,3237.38,3238.93,3238.93,3239.15,3243.97,3243.97,3243.95,3244.24,3243.80
1995,3281.33,3283.14,3283.14,3284.37,3286.08,3286.08,3286.06,3286.42,3286.02
1996,3377.10,3378.57,3378.57,3381.61,3384.19,3384.19,3384.17,3384.42,3384.06
1997,3479.94,3481.20,3481.20,3483.16,3485.93,3485.93,3485.91,3486.18,3482.73
1998,3547.25,3545.42,3545.42,3547.15,3550.80,3550.80,3550.80,3550.66,3548.21
1999,3481.14,3479.26,3479.26,3482.12,3486.85,3486.85,3486.87,3486.94,3483.61
2000,3614.09,3612.11,3609.00,3611.76,3618.20,3620.37,3617.92,3617.86,3617.76
2001,3600.29,3598.36,3598.11,3601.61,3606.67,3620.26,3617.54,3618.04,3617.66
2002,3575.35,3573.61,3577.54,3584.23,3587.52,3604.49,3600.85,3601.73,3602.35
2003,3701.06,3699.55,3695.11,3701.12,3704.55,3737.53,3733.84,3736.12,3738.14
2004,3866.67,3864.81,3869.67,3877.03,3879.27,3909.64,3904.73,3903.56,3907.13
2005,3897.05,3891.55,3898.56,3906.56,3916.42,3947.50,3941.52,3937.85,3937.54
2006,3914.30,3908.84,3910.00,3916.25,3929.23,3968.68,3961.15,3963.90,3964.78
2007,3905.94,3902.34,3901.37,3904.26,3928.77,3955.27,3948.56,3951.16,3953.23
2008,-999.25,3928.82,3934.73,3933.74,3965.00,3993.18,3988.65,3986.80,3989.58
2009,-999.25,-999.25,3820.54,3831.02,3869.32,3890.89,3885.81,3887.03,3887.84
2010,-999.25,-999.25,-999.25,3913.65,3945.41,3979.27,3975.36,3979.05,3976.55
2011,-999.25,-999.25,-999.25,-999.25,3995.62,4010.65,4008.12,4012.38,4007.94
2012,-999.25,-999.25,-999.25,-999.25,-999.25,4119.78,4116.39,4119.21,4116.43
2013,-999.25,-999.25,-999.25,-999.25,-999.25,4132.92,4126.60,4126.55,4125.28
2014,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,4220.56,4228.68,4226.23
2015,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,4361.89,4359.46
2016,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,4382.39
