#
# Horizontal conversion = 150,1080,0,100,pixels
# Vertical conversion = 1069,797,0,2.5,pixels
#
X,Y
0.000,1.000
5.000,1.085
10.000,1.278
15.000,1.654
20.000,1.801
25.000,1.857
30.000,1.967
35.000,2.013
40.000,2.077
45.000,2.123
50.000,2.160
55.000,2.188
60.000,2.233
65.000,2.252
70.000,2.270
75.000,2.289
80.000,2.289
85.000,2.307
90.000,2.316
95.000,2.325
100.000,2.325
