Year,2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019
1965,-999.25,-999.25,-999.25,-999.25,-999.25,1.14,1.14,1.14,1.14,4.07,4.07
1966,-999.25,-999.25,-999.25,-999.25,-999.25,1.39,1.39,1.39,1.39,4.48,4.48
1967,-999.25,-999.25,-999.25,-999.25,-999.25,1.45,1.45,1.45,1.45,4.52,4.52
1968,-999.25,-999.25,-999.25,-999.25,-999.25,1.64,1.64,1.64,1.64,5.01,5.01
1969,-999.25,-999.25,-999.25,-999.25,-999.25,1.79,1.79,1.79,1.79,5.26,5.26
1970,-999.25,-999.25,-999.25,-999.25,-999.25,2.41,2.41,2.36,2.34,5.81,5.81
1971,-999.25,-999.25,-999.25,-999.25,-999.25,2.82,2.82,2.78,2.76,6.31,6.31
1972,-999.25,-999.25,-999.25,-999.25,-999.25,3.04,3.04,2.98,2.96,6.76,6.76
1973,-999.25,-999.25,-999.25,-999.25,-999.25,3.36,3.36,3.31,3.28,7.26,7.26
1974,-999.25,-999.25,-999.25,-999.25,-999.25,3.79,3.79,3.75,3.71,7.68,7.68
1975,-999.25,-999.25,-999.25,-999.25,-999.25,4.24,4.24,4.20,4.16,7.80,7.80
1976,-999.25,-999.25,-999.25,-999.25,-999.25,4.62,4.62,4.57,4.53,8.70,8.70
1977,-999.25,-999.25,-999.25,-999.25,-999.25,4.94,4.94,4.90,4.83,9.18,9.18
1978,-999.25,-999.25,-999.25,-999.25,-999.25,5.06,5.06,5.00,4.94,9.72,9.72
1979,-999.25,-999.25,-999.25,-999.25,-999.25,5.86,5.86,5.74,5.67,10.45,10.45
1980,-999.25,-999.25,-999.25,-999.25,-999.25,6.78,6.72,6.59,6.48,11.18,11.18
1981,-999.25,-999.25,-999.25,-999.25,-999.25,7.50,7.51,7.30,7.29,12.03,12.03
1982,-999.25,-999.25,-999.25,-999.25,-999.25,9.45,9.46,9.17,9.16,13.89,13.89
1983,-999.25,-999.25,-999.25,-999.25,-999.25,10.42,10.42,10.15,10.20,15.40,15.40
1984,-999.25,-999.25,-999.25,-999.25,-999.25,11.62,11.62,11.22,11.20,17.21,17.21
1985,-999.25,-999.25,-999.25,-999.25,-999.25,12.18,12.18,11.93,11.90,17.62,17.62
1986,-999.25,-999.25,-999.25,-999.25,-999.25,13.52,13.52,13.21,13.38,19.40,19.40
1987,-999.25,-999.25,-999.25,-999.25,-999.25,14.37,14.38,14.02,14.05,20.78,20.78
