#
# The copyright to the intellectual property of this file is held by www.climatedata.info
# Title,"Temperature, CO2 and Milankovitch cycles - Vostok"
# Source: http://www.ncdc.noaa.gov/paleo/indexice.html
# Source: http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/
#
BP,Temp
-276600,-3.378
-276500,-3.505
-276400,-3.614
-276300,-3.549
-276200,-3.483
-276100,-3.435
-276000,-3.388
-275900,-3.439
-275800,-3.51
-275700,-3.591
-275600,-3.675
-275500,-3.715
-275400,-3.725
-275300,-3.811
-275200,-3.995
-275100,-4.108
-275000,-4.025
-274900,-3.95
-274800,-3.95
-274700,-3.95
-274600,-3.886
-274500,-3.816
-274400,-3.814
-274300,-3.833
-274200,-3.916
-274100,-4.037
-274000,-4.198
-273900,-4.401
-273800,-4.523
-273700,-4.424
-273600,-4.33
-273500,-4.33
-273400,-4.33
-273300,-4.338
-273200,-4.347
-273100,-4.374
-273000,-4.41
-272900,-4.476
-272800,-4.575
-272700,-4.677
-272600,-4.788
-272500,-4.9
-272400,-4.766
-272300,-4.632
-272200,-4.668
-272100,-4.758
-272000,-4.995
-271900,-5.363
-271800,-5.658
-271700,-5.696
-271600,-5.734
-271500,-5.708
-271400,-5.67
-271300,-5.579
-271200,-5.429
-271100,-5.308
-271000,-5.369
-270900,-5.43
-270800,-5.567
-270700,-5.72
-270600,-5.84
-270500,-5.924
-270400,-5.998
-270300,-5.977
-270200,-5.956
-270100,-6.098
-270000,-6.312
-269900,-6.483
-269800,-6.531
-269700,-6.579
-269600,-6.609
-269500,-6.633
-269400,-6.672
-269300,-6.748
-269200,-6.823
-269100,-6.818
-269000,-6.791
-268900,-6.753
-268800,-6.689
-268700,-6.625
-268600,-6.403
-268500,-6.135
-268400,-6.051
-268300,-6.313
-268200,-6.574
-268100,-6.692
-268000,-6.801
-267900,-6.936
-267800,-7.101
-267700,-7.267
-267600,-7.41
-267500,-7.552
-267400,-7.651
-267300,-7.655
-267200,-7.659
-267100,-7.629
-267000,-7.584
-266900,-7.544
-266800,-7.624
-266700,-7.704
-266600,-7.727
-266500,-7.674
-266400,-7.621
-266300,-7.476
-266200,-7.309
-266100,-7.233
-266000,-7.466
-265900,-7.699
-265800,-7.97
-265700,-8.263
-265600,-8.555
-265500,-8.417
-265400,-8.257
-265300,-8.108
-265200,-8.003
-265100,-7.897
-265000,-7.852
-264900,-7.856
-264800,-7.86
-264700,-7.739
-264600,-7.608
-264500,-7.572
-264400,-7.73
-264300,-7.887
-264200,-8.093
-264100,-8.316
-264000,-8.527
-263900,-8.442
-263800,-8.358
-263700,-8.274
-263600,-8.191
-263500,-8.108
-263400,-8.092
-263300,-8.111
-263200,-8.131
-263100,-8.239
-263000,-8.348
-262900,-8.394
-262800,-8.316
-262700,-8.237
-262600,-8.232
-262500,-8.266
-262400,-8.3
-262300,-8.344
-262200,-8.389
-262100,-8.39
-262000,-8.292
-261900,-8.194
-261800,-8.167
-261700,-8.179
-261600,-8.192
-261500,-8.282
-261400,-8.372
-261300,-8.43
-261200,-8.43
-261100,-8.43
-261000,-8.453
-260900,-8.487
-260800,-8.519
-260700,-8.421
-260600,-8.323
-260500,-8.267
-260400,-8.286
-260300,-8.305
-260200,-8.307
-260100,-8.303
-260000,-8.289
-259900,-8.17
-259800,-8.05
-259700,-8.002
-259600,-8.025
-259500,-8.048
-259400,-8.064
-259300,-8.08
-259200,-8.075
-259100,-8.032
-259000,-7.989
-258900,-7.989
-258800,-8.001
-258700,-7.979
-258600,-7.844
-258500,-7.709
-258400,-7.621
-258300,-7.552
-258200,-7.534
-258100,-7.674
-258000,-7.815
-257900,-7.805
-257800,-7.745
-257700,-7.687
-257600,-7.639
-257500,-7.59
-257400,-7.528
-257300,-7.463
-257200,-7.379
-257100,-7.258
-257000,-7.137
-256900,-7.05
-256800,-6.965
-256700,-6.935
-256600,-6.944
-256500,-6.922
-256400,-6.809
-256300,-6.697
-256200,-6.553
-256100,-6.407
-256000,-6.381
-255900,-6.413
-255800,-6.422
-255700,-6.404
-255600,-6.369
-255500,-6.265
-255400,-6.161
-255300,-5.981
-255200,-5.801
-255100,-5.628
-255000,-5.458
-254900,-5.315
-254800,-5.183
-254700,-5.289
-254600,-5.511
-254500,-5.837
-254400,-6.233
-254300,-6.51
-254200,-6.644
-254100,-6.739
-254000,-6.685
-253900,-6.632
-253800,-6.736
-253700,-6.847
-253600,-6.895
-253500,-6.917
-253400,-6.967
-253300,-7.054
-253200,-7.097
-253100,-6.841
-253000,-6.586
-252900,-6.336
-252800,-6.087
-252700,-6.163
-252600,-6.386
-252500,-6.649
-252400,-6.948
-252300,-7.113
-252200,-6.95
-252100,-6.785
-252000,-6.538
-251900,-6.292
-251800,-6.346
-251700,-6.461
-251600,-6.494
-251500,-6.485
-251400,-6.449
-251300,-6.385
-251200,-6.248
-251100,-5.953
-251000,-5.676
-250900,-5.464
-250800,-5.292
-250700,-5.302
-250600,-5.386
-250500,-5.805
-250400,-6.191
-250300,-6.355
-250200,-6.518
-250100,-6.46
-250000,-6.4
-249900,-6.279
-249800,-6.147
-249700,-6.236
-249600,-6.41
-249500,-6.488
-249400,-6.502
-249300,-6.562
-249200,-6.677
-249100,-6.821
-249000,-7.038
-248900,-7.245
-248800,-7.32
-248700,-7.395
-248600,-7.392
-248500,-7.37
-248400,-7.298
-248300,-7.182
-248200,-7.104
-248100,-7.117
-248000,-7.13
-247900,-7.13
-247800,-7.13
-247700,-6.994
-247600,-6.834
-247500,-6.725
-247400,-6.641
-247300,-6.676
-247200,-6.824
-247100,-6.944
-247000,-7.013
-246900,-7.047
-246800,-6.914
-246700,-6.78
-246600,-6.803
-246500,-6.827
-246400,-6.842
-246300,-6.856
-246200,-6.927
-246100,-7.024
-246000,-7.099
-245900,-7.154
-245800,-7.114
-245700,-6.892
-245600,-6.699
-245500,-6.637
-245400,-6.585
-245300,-6.651
-245200,-6.717
-245100,-6.833
-245000,-6.95
-244900,-7.008
-244800,-7.055
-244700,-7.054
-244600,-7.031
-244500,-7.001
-244400,-6.964
-244300,-6.919
-244200,-6.863
-244100,-6.769
-244000,-6.558
-243900,-6.344
-243800,-6.122
-243700,-5.896
-243600,-5.655
-243500,-5.432
-243400,-5.284
-243300,-5.14
-243200,-5.005
-243100,-4.951
-243000,-5,206
-242900,-5.217
-242800,-5.55
-242700,-5.682
-242600,-5.729
-242500,-5.764
-242400,-5.794
-242300,-5.825
-242200,-5.856
-242100,-5.967
-242000,-6.089
-241900,-6.15
-241800,-6.206
-241700,-6.018
-241600,-5.808
-241500,-5.512
-241400,-5.216
-241300,-4.991
-241200,-4.731
-241100,-4.362
-241000,-4.08
-240900,-3.893
-240800,-3.711
-240700,-3.542
-240600,-3.468
-240500,-3.329
-240400,-3.117
-240300,-2.811
-240200,-2.494
-240100,-2.182
-240000,-2.174
-239900,-2.123
-239800,-1.81
-239700,-1.482
-239600,-1.058
-239500,-0.524
-239400,-0.249
-239300,0.198
-239200,0.499
-239100,0.587
-239000,0.698
-238900,0.948
-238800,1.081
-238700,1.218
-238600,1.402
-238500,1.581
-238400,1.675
-238300,1.758
-238200,1.892
-238100,2.062
-238000,2.175
-237900,2.056
-237800,1.841
-237700,1.735
-237600,1.466
-237500,0.867
-237400,0.37
-237300,0.468
-237200,0.249
-237100,0.128
-237000,-0.137
-236900,-0.642
-236800,-0.901
-236700,-1.074
-236600,-1.158
-236500,-1.162
-236400,-1.117
-236300,-1.293
-236200,-1.418
-236100,-1.495
-236000,-1.816
-235900,-2.01
-235800,-2.115
-235700,-2.129
-235600,-2.203
-235500,-2.122
-235400,-1.921
-235300,-1.928
-235200,-2.185
-235100,-2.506
-235000,-2.734
-234900,-2.701
-234800,-2.547
-234700,-2.267
-234600,-2.23
-234500,-2.22
-234400,-2.254
-234300,-2.562
-234200,-2.716
-234100,-2.711
-234000,-2.396
-233900,-2.474
-233800,-2.66
-233700,-2.853
-233600,-3.108
-233500,-3.384
-233400,-3.68
-233300,-3.681
-233200,-3.608
-233100,-3.464
-233000,-3.635
-232900,-3.821
-232800,-3.892
-232700,-4.028
-232600,-4.174
-232500,-4.256
-232400,-4.261
-232300,-4.211
-232200,-4.316
-232100,-4.42
-232000,-4.519
-231900,-4.728
-231800,-4.935
-231700,-4.965
-231600,-5.006
-231500,-5.06
-231400,-5.109
-231300,-5.17
-231200,-5.3
-231100,-5.56
-231000,-5.974
-230900,-6.037
-230800,-5.964
-230700,-5.949
-230600,-5.963
-230500,-6.092
-230400,-6.097
-230300,-5.915
-230200,-5.959
-230100,-6.13
-230000,-6.243
-229900,-6.358
-229800,-6.56
-229700,-6.735
-229600,-6.833
-229500,-6.916
-229400,-6.98
-229300,-7.061
-229200,-7.157
-229100,-7.241
-229000,-7.32
-228900,-7.336
-228800,-7.331
-228700,-7.099
-228600,-6.821
-228500,-6.479
-228400,-6.174
-228300,-6.071
-228200,-6.124
-228100,-6.4
-228000,-6.61
-227900,-6.781
-227800,-6.95
-227700,-7.118
-227600,-7.157
-227500,-7.217
-227400,-7.442
-227300,-7.629
-227200,-7.67
-227100,-7.602
-227000,-7.253
-226900,-6.93
-226800,-6.648
-226700,-6.464
-226600,-6.35
-226500,-6.255
-226400,-6.142
-226300,-5.795
-226200,-5.612
-226100,-5.696
-226000,-6.084
-225900,-6.59
-225800,-6.228
-225700,-5.806
-225600,-5.215
-225500,-5.329
-225400,-5.875
-225300,-6.066
-225200,-6.203
-225100,-6.215
-225000,-6.107
-224900,-5.913
-224800,-6.284
-224700,-6.707
-224600,-7.002
-224500,-7.278
-224400,-7.521
-224300,-7.564
-224200,-7.414
-224100,-7.426
-224000,-7.528
-223900,-7.571
-223800,-7.598
-223700,-7.615
-223600,-7.621
-223500,-7.443
-223400,-7.254
-223300,-7.027
-223200,-6.919
-223100,-6.992
-223000,-6.936
-222900,-6.8
-222800,-6.638
-222700,-6.54
-222600,-6.995
-222500,-7.247
-222400,-7.125
-222300,-6.797
-222200,-6.299
-222100,-6.136
-222000,-6.056
-221900,-6.032
-221800,-6.071
-221700,-6.174
-221600,-5.98
-221500,-5.674
-221400,-5.146
-221300,-4.925
-221200,-4.899
-221100,-4.991
-221000,-4.823
-220900,-4.483
-220800,-4.387
-220700,-4.552
-220600,-4.853
-220500,-4.952
-220400,-4.761
-220300,-4.413
-220200,-4.276
-220100,-4.267
-220000,-4.32
-219900,-4.361
-219800,-3.841
-219700,-3.254
-219600,-2.859
-219500,-3.243
-219400,-3.253
-219300,-3.114
-219200,-2.976
-219100,-2.915
-219000,-2.923
-218900,-3.031
-218800,-3.203
-218700,-3.226
-218600,-2.85
-218500,-2.449
-218400,-2.175
-218300,-2.077
-218200,-1.987
-218100,-1.89
-218000,-1.944
-217900,-2.085
-217800,-2.036
-217700,-1.188
-217600,-1.197
-217500,-1.148
-217400,-1.062
-217300,-0.94
-217200,-0.942
-217100,-1.114
-217000,-1.189
-216900,-0.973
-216800,-1.044
-216700,-1.324
-216600,-1.859
-216500,-2.12
-216400,-2.13
-216300,-2.154
-216200,-2.383
-216100,-2.303
-216000,-1.974
-215900,-1.629
-215800,-1.548
-215700,-1.636
-215600,-1.198
-215500,-0.918
-215400,-1.006
-215300,-1.189
-215200,-1.345
-215100,-1.544
-215000,-1.556
-214900,-1.362
-214800,-1.302
-214700,-1.372
-214600,-1.565
-214500,-1.604
-214400,-1.473
-214300,-1.404
-214200,-1.445
-214100,-1.527
-214000,-1.531
-213900,-1.36
-213800,-1.449
-213700,-1.975
-213600,-1.888
-213500,-1.732
-213400,-1.711
-213300,-1.826
-213200,-1.867
-213100,-1.512
-213000,-1.645
-212900,-2.001
-212800,-1.76
-212700,-1.642
-212600,-1.825
-212500,-2.043
-212400,-2.089
-212300,-2.154
-212200,-1.841
-212100,-1.982
-212000,-2.01
-211900,-2.407
-211800,-2.734
-211700,-2.551
-211600,-2.286
-211500,-2.498
-211400,-2.551
-211300,-2.621
-211200,-2.658
-211100,-2.542
-211000,-2.205
-210900,-2.144
-210800,-2.292
-210700,-2.63
-210600,-2.849
-210500,-2.834
-210400,-2.665
-210300,-2.64
-210200,-2.53
-210100,-2.893
-210000,-3.325
-209900,-3.55
-209800,-3.504
-209700,-3.702
-209600,-3.607
-209500,-3.366
-209400,-3.084
-209300,-2.903
-209200,-3.053
-209100,-3.554
-209000,-3.614
-208900,-3.568
-208800,-3.598
-208700,-3.59
-208600,-3.659
-208500,-3.753
-208400,-3.771
-208300,-3.796
-208200,-4.304
-208100,-4.119
-208000,-4.063
-207900,-4.212
-207800,-4.509
-207700,-4.479
-207600,-4.416
-207500,-4.407
-207400,-4.478
-207300,-4.34
-207200,-4.298
-207100,-4.32
-207000,-4.355
-206900,-4.278
-206800,-4.531
-206700,-4.637
-206600,-4.573
-206500,-4.397
-206400,-4.597
-206300,-4.857
-206200,-5.026
-206100,-4.952
-206000,-4.583
-205900,-4.4
-205800,-4.322
-205700,-4.231
-205600,-3.993
-205500,-3.738
-205400,-3.654
-205300,-3.683
-205200,-3.674
-205100,-3.559
-205000,-3.256
-204900,-2.925
-204800,-2.67
-204700,-2.703
-204600,-2.997
-204500,-3.178
-204400,-3.246
-204300,-2.918
-204200,-2.751
-204100,-2.927
-204000,-3.07
-203900,-2.998
-203800,-2.89
-203700,-2.719
-203600,-2.451
-203500,-2.538
-203400,-2.399
-203300,-2.055
-203200,-1.946
-203100,-2.182
-203000,-2.426
-202900,-2.425
-202800,-2.304
-202700,-2.379
-202600,-2.538
-202500,-2.511
-202400,-2.58
-202300,-2.443
-202200,-1.784
-202100,-1.855
-202000,-2.213
-201900,-2.203
-201800,-2.162
-201700,-2.154
-201600,-2.03
-201500,-2.069
-201400,-1.856
-201300,-1.566
-201200,-2.003
-201100,-2.605
-201000,-2.777
-200900,-2.833
-200800,-2.824
-200700,-2.585
-200600,-2.443
-200500,-2.203
-200400,-2.121
-200300,-2.577
-200200,-2.977
-200100,-2.758
-200000,-2.716
-199900,-2.945
-199800,-2.809
-199700,-3.11
-199600,-3.498
-199500,-3.496
-199400,-3.499
-199300,-3.69
-199200,-3.759
-199100,-3.355
-199000,-2.989
-198900,-3.059
-198800,-3.231
-198700,-3.235
-198600,-3.436
-198500,-3.727
-198400,-3.808
-198300,-3.804
-198200,-3.847
-198100,-4.023
-198000,-4.324
-197900,-4.4
-197800,-4.443
-197700,-4.834
-197600,-4.866
-197500,-4.814
-197400,-4.88
-197300,-5.03
-197200,-5.143
-197100,-4.895
-197000,-4.277
-196900,-4.286
-196800,-4.816
-196700,-5.384
-196600,-5.446
-196500,-5.643
-196400,-5.72
-196300,-5.688
-196200,-5.592
-196100,-5.699
-196000,-5.757
-195900,-5.832
-195800,-5.946
-195700,-5.893
-195600,-5.646
-195500,-5.276
-195400,-4.902
-195300,-4.812
-195200,-4.882
-195100,-5.094
-195000,-5.159
-194900,-4.888
-194800,-4.258
-194700,-4.729
-194600,-4.911
-194500,-4.729
-194400,-4.629
-194300,-4.876
-194200,-5.193
-194100,-5.543
-194000,-5.775
-193900,-5.884
-193800,-5.864
-193700,-5.701
-193600,-6.059
-193500,-6.47
-193400,-6.703
-193300,-6.335
-193200,-6.235
-193100,-6.062
-193000,-5.755
-192900,-5.369
-192800,-5.814
-192700,-5.991
-192600,-5.963
-192500,-5.826
-192400,-5.558
-192300,-5.186
-192200,-4.928
-192100,-4.874
-192000,-5.042
-191900,-5.44
-191800,-5.383
-191700,-5.469
-191600,-5.535
-191500,-5.482
-191400,-5.353
-191300,-5.213
-191200,-4.832
-191100,-4.159
-191000,-3.648
-190900,-3.876
-190800,-4.549
-190700,-4.723
-190600,-4.782
-190500,-4.827
-190400,-5.279
-190300,-5.759
-190200,-6.083
-190100,-6.46
-190000,-6.335
-189900,-6.152
-189800,-6.17
-189700,-6.636
-189600,-6.927
-189500,-7.05
-189400,-6.941
-189300,-6.493
-189200,-6.598
-189100,-6.861
-189000,-7.178
-188900,-7.439
-188800,-7.493
-188700,-7.659
-188600,-7.902
-188500,-7.697
-188400,-7.728
-188300,-7.845
-188200,-7.866
-188100,-7.381
-188000,-7.024
-187900,-7.031
-187800,-7.33
-187700,-7.6
-187600,-7.855
-187500,-8.105
-187400,-7.905
-187300,-7.602
-187200,-7.273
-187100,-7.338
-187000,-7.638
-186900,-7.968
-186800,-8.073
-186700,-7.847
-186600,-7.815
-186500,-8.137
-186400,-8.008
-186300,-7.962
-186200,-7.973
-186100,-7.916
-186000,-7.768
-185900,-7.824
-185800,-8.419
-185700,-8.627
-185600,-8.506
-185500,-7.972
-185400,-7.812
-185300,-7.933
-185200,-8.219
-185100,-8.128
-185000,-7.929
-184900,-7.841
-184800,-8.168
-184700,-8.514
-184600,-8.246
-184500,-7.102
-184400,-7.304
-184300,-7.724
-184200,-8.036
-184100,-7.816
-184000,-7.972
-183900,-8.121
-183800,-8.199
-183700,-8.178
-183600,-7.926
-183500,-7.725
-183400,-8.063
-183300,-8.393
-183200,-8.333
-183100,-7.769
-183000,-7.718
-182900,-7.503
-182800,-7.464
-182700,-8.045
-182600,-7.794
-182500,-7.602
-182400,-7.594
-182300,-7.944
-182200,-7.921
-182100,-7.676
-182000,-7.27
-181900,-7.001
-181800,-6.798
-181700,-6.735
-181600,-6.65
-181500,-6.193
-181400,-5.86
-181300,-6.547
-181200,-6.79
-181100,-6.399
-181000,-5.691
-180900,-5.338
-180800,-5.584
-180700,-5.64
-180600,-5.678
-180500,-5.99
-180400,-6.406
-180300,-6.282
-180200,-6.34
-180100,-6.343
-180000,-6.365
-179900,-6.095
-179800,-5.457
-179700,-5.34
-179600,-6.013
-179500,-6.633
-179400,-6.922
-179300,-6.882
-179200,-6.666
-179100,-6.763
-179000,-7.3
-178900,-7.909
-178800,-8.335
-178700,-8.285
-178600,-8.194
-178500,-8.166
-178400,-8.12
-178300,-7.71
-178200,-7.391
-178100,-7.175
-178000,-7.043
-177900,-6.94
-177800,-7.334
-177700,-7.417
-177600,-7.234
-177500,-6.915
-177400,-6.882
-177300,-7.014
-177200,-7.071
-177100,-7.216
-177000,-7.455
-176900,-7.22
-176800,-7.428
-176700,-7.558
-176600,-7.561
-176500,-7.499
-176400,-7.366
-176300,-7.46
-176200,-7.446
-176100,-7.229
-176000,-7.221
-175900,-7.06
-175800,-6.472
-175700,-6.06
-175600,-6.378
-175500,-7.22
-175400,-6.887
-175300,-6.353
-175200,-6.149
-175100,-6.088
-175000,-5.99
-174900,-5.98
-174800,-6.264
-174700,-6.109
-174600,-5.983
-174500,-5.995
-174400,-6.102
-174300,-6.389
-174200,-6.766
-174100,-6.819
-174000,-6.007
-173900,-5.778
-173800,-6.108
-173700,-6.725
-173600,-7.072
-173500,-6.983
-173400,-7.106
-173300,-6.935
-173200,-7.148
-173100,-7.482
-173000,-7.675
-172900,-7.51
-172800,-7.613
-172700,-7.593
-172600,-7.549
-172500,-7.634
-172400,-8.107
-172300,-8.147
-172200,-8.102
-172100,-7.95
-172000,-7.632
-171900,-7.172
-171800,-6.947
-171700,-7.141
-171600,-7.046
-171500,-6.252
-171400,-6.196
-171300,-6.92
-171200,-7.696
-171100,-7.471
-171000,-6.874
-170900,-6.728
-170800,-7.24
-170700,-6.907
-170600,-6.273
-170500,-6.158
-170400,-6.46
-170300,-6.908
-170200,-7.249
-170100,-7.007
-170000,-6.668
-169900,-6.794
-169800,-6.642
-169700,-6.184
-169600,-5.564
-169500,-5.293
-169400,-5.918
-169300,-6.295
-169200,-6.33
-169100,-6.33
-169000,-6.531
-168900,-6.881
-168800,-6.997
-168700,-6.863
-168600,-6.747
-168500,-6.885
-168400,-6.642
-168300,-6.644
-168200,-6.962
-168100,-7.341
-168000,-7.664
-167900,-7.909
-167800,-8.037
-167700,-7.986
-167600,-7.96
-167500,-7.898
-167400,-7.786
-167300,-7.971
-167200,-8.176
-167100,-8.349
-167000,-8.275
-166900,-7.826
-166800,-7.89
-166700,-7.727
-166600,-7.992
-166500,-8.275
-166400,-8.143
-166300,-8.356
-166200,-8.423
-166100,-8.235
-166000,-8.099
-165900,-8.531
-165800,-8.562
-165700,-8.339
-165600,-8.1
-165500,-7.951
-165400,-7.821
-165300,-8.208
-165200,-8.304
-165100,-8.353
-165000,-8.415
-164900,-8.297
-164800,-8.155
-164700,-8.469
-164600,-8.705
-164500,-8.56
-164400,-8.473
-164300,-8.326
-164200,-7.937
-164100,-7.634
-164000,-7.747
-163900,-7.663
-163800,-7.442
-163700,-7.285
-163600,-7.009
-163500,-6.887
-163400,-7.014
-163300,-7.047
-163200,-7.038
-163100,-7.229
-163000,-6.675
-162900,-6.255
-162800,-6.314
-162700,-6.517
-162600,-6.133
-162500,-5.536
-162400,-5.752
-162300,-6.346
-162200,-6.6
-162100,-6.688
-162000,-7.183
-161900,-7.244
-161800,-7.076
-161700,-7.261
-161600,-7.396
-161500,-7.624
-161400,-7.868
-161300,-7.508
-161200,-7.352
-161100,-7.452
-161000,-7.014
-160900,-6.948
-160800,-6.969
-160700,-7.043
-160600,-7.258
-160500,-6.789
-160400,-6.777
-160300,-6.677
-160200,-6.747
-160100,-6.363
-160000,-6.026
-159900,-6.342
-159800,-6.438
-159700,-6.316
-159600,-5.819
-159500,-5.923
-159400,-6.178
-159300,-5.486
-159200,-5.516
-159100,-6.195
-159000,-6.689
-158900,-6.722
-158800,-7.143
-158700,-7.627
-158600,-7.992
-158500,-7.378
-158400,-6.816
-158300,-6.792
-158200,-6.948
-158100,-7.307
-158000,-7.89
-157900,-7.744
-157800,-7.675
-157700,-7.862
-157600,-7.765
-157500,-7.768
-157400,-8.115
-157300,-8.572
-157200,-8.501
-157100,-8.567
-157000,-8.56
-156900,-8.522
-156800,-8.499
-156700,-8.48
-156600,-8.19
-156500,-8.457
-156400,-8.858
-156300,-8.851
-156200,-8.454
-156100,-8.304
-156000,-8.788
-155900,-8.53
-155800,-8.122
-155700,-8.076
-155600,-8.36
-155500,-8.203
-155400,-8.093
-155300,-8.065
-155200,-8.522
-155100,-8.71
-155000,-8.594
-154900,-8.811
-154800,-8.973
-154700,-8.198
-154600,-7.578
-154500,-7.591
-154400,-7.952
-154300,-8.044
-154200,-7.645
-154100,-7.716
-154000,-7.637
-153900,-7.706
-153800,-7.953
-153700,-8.082
-153600,-7.914
-153500,-7.531
-153400,-7.279
-153300,-7.681
-153200,-7.769
-153100,-7.67
-153000,-7.66
-152900,-7.568
-152800,-7.56
-152700,-7.719
-152600,-7.914
-152500,-8.088
-152400,-8.149
-152300,-7.826
-152200,-7.711
-152100,-7.816
-152000,-7.89
-151900,-7.862
-151800,-7.699
-151700,-7.396
-151600,-7.384
-151500,-7.416
-151400,-7.233
-151300,-6.948
-151200,-6.91
-151100,-6.871
-151000,-6.677
-150900,-6.707
-150800,-7.173
-150700,-7.421
-150600,-7.199
-150500,-6.947
-150400,-7.083
-150300,-7.401
-150200,-7.493
-150100,-7.331
-150000,-7.357
-149900,-7.568
-149800,-7.606
-149700,-7.634
-149600,-7.654
-149500,-7.533
-149400,-7.493
-149300,-7.59
-149200,-7.621
-149100,-7.563
-149000,-7.64
-148900,-7.734
-148800,-7.84
-148700,-7.84
-148600,-7.675
-148500,-7.684
-148400,-7.583
-148300,-7.605
-148200,-8.039
-148100,-8.457
-148000,-8.437
-147900,-8.314
-147800,-8.252
-147700,-8.01
-147600,-8.03
-147500,-8.114
-147400,-8.082
-147300,-8.02
-147200,-7.998
-147100,-7.935
-147000,-7.895
-146900,-8.001
-146800,-8.019
-146700,-7.987
-146600,-7.863
-146500,-7.749
-146400,-7.794
-146300,-7.921
-146200,-7.994
-146100,-8.086
-146000,-8.333
-145900,-8.445
-145800,-8.348
-145700,-8.461
-145600,-8.578
-145500,-8.449
-145400,-8.231
-145300,-8.087
-145200,-7.976
-145100,-7.942
-145000,-8.197
-144900,-8.313
-144800,-8.228
-144700,-8.003
-144600,-7.878
-144500,-7.816
-144400,-7.75
-144300,-7.887
-144200,-8.147
-144100,-8.126
-144000,-8.009
-143900,-8.382
-143800,-8.826
-143700,-8.698
-143600,-8.444
-143500,-8.34
-143400,-8.327
-143300,-8.262
-143200,-8.15
-143100,-8.139
-143000,-8.419
-142900,-8.569
-142800,-8.662
-142700,-8.715
-142600,-8.593
-142500,-8.38
-142400,-8.29
-142300,-8.297
-142200,-8.135
-142100,-8.234
-142000,-8.531
-141900,-8.41
-141800,-8.481
-141700,-8.556
-141600,-8.644
-141500,-8.633
-141400,-8.47
-141300,-8.325
-141200,-8.42
-141100,-8.75
-141000,-8.61
-140900,-8.215
-140800,-8.297
-140700,-8.511
-140600,-8.634
-140500,-8.584
-140400,-8.413
-140300,-8.421
-140200,-8.83
-140100,-8.98
-140000,-8.704
-139900,-8.491
-139800,-8.57
-139700,-8.759
-139600,-8.799
-139500,-8.62
-139400,-8.4
-139300,-8.409
-139200,-8.526
-139100,-8.327
-139000,-8.3
-138900,-8.506
-138800,-8.639
-138700,-8.67
-138600,-8.69
-138500,-8.683
-138400,-8.653
-138300,-8.961
-138200,-9.222
-138100,-8.957
-138000,-8.625
-137900,-8.125
-137800,-7.696
-137700,-7.508
-137600,-7.46
-137500,-7.578
-137400,-7.834
-137300,-7.961
-137200,-7.893
-137100,-7.728
-137000,-7.53
-136900,-7.691
-136800,-7.861
-136700,-7.477
-136600,-7.324
-136500,-7.522
-136400,-7.395
-136300,-7.472
-136200,-7.793
-136100,-7.499
-136000,-7.145
-135900,-7.311
-135800,-7.326
-135700,-7.126
-135600,-6.907
-135500,-6.863
-135400,-7.314
-135300,-7.463
-135200,-7.254
-135100,-7.159
-135000,-6.882
-134900,-6.909
-134800,-6.879
-134700,-6.254
-134600,-5.746
-134500,-5.898
-134400,-6.007
-134300,-5.812
-134200,-5.485
-134100,-5.292
-134000,-4.864
-133900,-4.467
-133800,-4.435
-133700,-3.968
-133600,-3.23
-133500,-3.359
-133400,-3.813
-133300,-3.74
-133200,-3.577
-133100,-3.772
-133000,-3.648
-132900,-3.331
-132800,-2.963
-132700,-2.603
-132600,-2.577
-132500,-2.536
-132400,-2.438
-132300,-2.509
-132200,-2.76
-132100,-2.697
-132000,-2.309
-131900,-2.232
-131800,-1.619
-131700,-1.483
-131600,-1.645
-131500,-1.904
-131400,-1.3
-131300,-0.373
-131200,-0.323
-131100,-0.695
-131000,-0.559
-130900,-0.465
-130800,-0.253
-130700,0.136
-130600,0.351
-130500,0.547
-130400,0.634
-130300,0.878
-130200,1.09
-130100,1.802
-130000,1.314
-129900,1.398
-129800,1.768
-129700,2.123
-129600,1.42
-129500,-0.104
-129400,1.463
-129300,2.655
-129200,2.056
-129100,1.401
-129000,1.494
-128900,1.988
-128800,2.427
-128700,1.879
-128600,2.365
-128500,3.06
-128400,3.167
-128300,2.73
-128200,2.684
-128100,2.665
-128000,2.213
-127900,2.226
-127800,2.55
-127700,2.25
-127600,2.496
-127500,2.306
-127400,2.456
-127300,2.418
-127200,2.202
-127100,2.042
-127000,2.061
-126900,1.706
-126800,2.057
-126700,2.5
-126600,1.622
-126500,0.96
-126400,0.956
-126300,1.015
-126200,0.423
-126100,0.285
-126000,0.453
-125900,0.585
-125800,0.5
-125700,0.478
-125600,1.097
-125500,1.029
-125400,0.686
-125300,1.059
-125200,0.87
-125100,0.442
-125000,0.065
-124900,0.107
-124800,0.631
-124700,0.604
-124600,0.649
-124500,0.589
-124400,0.443
-124300,0.536
-124200,0.598
-124100,1.24
-124000,0.51
-123900,0.581
-123800,0.715
-123700,0.366
-123600,0.253
-123500,0.284
-123400,0.459
-123300,0.824
-123200,-0.006
-123100,-0.487
-123000,-0.355
-122900,-0.159
-122800,-0.744
-122700,-0.144
-122600,0.281
-122500,0.233
-122400,0.137
-122300,0.467
-122200,0.355
-122100,-0.147
-122000,0.162
-121900,0.581
-121800,0.059
-121700,-0.165
