Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
204	Haiti	10711.061	10847.334	10981.229	11112.945	11242.856	11371.185	11497.951	11622.998	11746.163	11867.239	11986.045	12102.492	12216.575	12328.207	12437.358	12543.964	12647.964	12749.288	12847.84	12943.529	13036.257	13125.966	13212.592	13296.139	13376.643	13454.085	13528.481	13599.74	13667.688	13732.075	13792.76	13849.625	13902.725	13952.199	13998.279	14041.135	14080.812	14117.235	14150.284	14179.777	14205.592	14227.719	14246.211	14261.109	14272.464	14280.338	14284.78	14285.831	14283.614	14278.227	14269.805	14258.428	14244.189	14227.209	14207.575	14185.44	14160.873	14133.998	14104.982	14073.995	14041.192	14006.684	13970.555	13932.889	13893.732	13853.159	13811.251	13768.08	13723.71	13678.193	13631.586	13583.948	13535.343	13485.82	13435.45	13384.279	13332.353	13279.746	13226.496	13172.673	13118.308	13063.469	13008.206	12952.556	12896.568	12840.302
205	Jamaica	2871.934	2881.355	2890.299	2898.677	2906.339	2913.16	2919.128	2924.226	2928.445	2931.784	2934.223	2935.75	2936.344	2935.999	2934.765	2932.629	2929.625	2925.722	2920.875	2915.009	2908.064	2900.048	2890.985	2880.961	2870.061	2858.381	2845.954	2832.803	2818.917	2804.337	2789.062	2773.107	2756.528	2739.365	2721.702	2703.591	2685.061	2666.106	2646.719	2626.867	2606.519	2585.692	2564.396	2542.602	2520.29	2497.451	2474.074	2450.18	2425.814	2400.995	2375.776	2350.165	2324.197	2297.87	2271.226	2244.271	2217.043	2189.553	2161.84	2133.94	2105.873	2077.673	2049.368	2020.987	1992.552	1964.088	1935.626	1907.19	1878.832	1850.585	1822.486	1794.569	1766.855	1739.379	1712.175	1685.261	1658.678	1632.429	1606.522	1580.971	1555.783	1530.958	1506.517	1482.455	1458.789	1435.502
206	Martinique	385.842	385.103	384.896	385.065	385.32	385.457	385.431	385.294	385.063	384.772	384.452	384.089	383.661	383.185	382.651	382.087	381.491	380.844	380.154	379.403	378.588	377.705	376.748	375.711	374.572	373.319	371.962	370.484	368.903	367.205	365.401	363.495	361.488	359.403	357.264	355.073	352.863	350.632	348.38	346.136	343.898	341.681	339.506	337.352	335.261	333.205	331.206	329.271	327.396	325.596	323.859	322.2	320.617	319.105	317.647	316.253	314.915	313.639	312.404	311.216	310.064	308.938	307.85	306.781	305.715	304.659	303.604	302.551	301.493	300.424	299.328	298.231	297.105	295.968	294.83	293.684	292.55	291.41	290.262	289.098	287.916	286.717	285.488	284.235	282.954	281.663
207	Montserrat	5.124	5.152	5.177	5.203	5.22	5.243	5.268	5.285	5.294	5.317	5.336	5.35	5.361	5.374	5.388	5.398	5.406	5.424	5.431	5.436	5.441	5.449	5.448	5.452	5.454	5.455	5.451	5.45	5.449	5.441	5.435	5.426	5.424	5.408	5.402	5.392	5.383	5.373	5.366	5.344	5.337	5.322	5.309	5.294	5.28	5.265	5.255	5.242	5.222	5.206	5.193	5.177	5.157	5.144	5.135	5.116	5.098	5.088	5.07	5.06	5.052	5.034	5.025	5.007	4.991	4.972	4.96	4.946	4.928	4.918	4.901	4.887	4.876	4.859	4.847	4.831	4.816	4.801	4.78	4.77	4.749	4.734	4.722	4.709	4.693	4.68
208	Puerto Rico	3673.728	3667.903	3663.131	3659.007	3654.978	3650.608	3645.719	3640.39	3634.748	3629.038	3623.421	3617.892	3612.299	3606.428	3599.982	3592.748	3584.647	3575.672	3565.856	3555.215	3543.778	3531.541	3518.474	3504.585	3489.896	3474.434	3458.203	3441.231	3423.533	3405.132	3386.039	3366.284	3345.896	3324.981	3303.618	3281.904	3259.879	3237.554	3214.94	3192.037	3168.822	3145.333	3121.593	3097.598	3073.355	3048.856	3024.118	2999.151	2973.968	2948.564	2922.958	2897.152	2871.159	2844.993	2818.669	2792.193	2765.58	2738.853	2712.013	2685.094	2658.106	2631.057	2603.996	2576.93	2549.9	2522.943	2496.076	2469.336	2442.723	2416.276	2390.008	2363.955	2338.148	2312.587	2287.326	2262.357	2237.73	2213.452	2189.566	2166.071	2143.011	2120.412	2098.278	2076.64	2055.535	2034.968
209	Saint Kitts and Nevis	54.288	54.821	55.345	55.85	56.345	56.813	57.269	57.713	58.124	58.529	58.917	59.284	59.643	59.973	60.296	60.603	60.883	61.155	61.41	61.647	61.868	62.077	62.261	62.436	62.597	62.737	62.867	62.985	63.081	63.169	63.239	63.296	63.336	63.371	63.382	63.386	63.369	63.347	63.305	63.251	63.191	63.121	63.039	62.943	62.851	62.736	62.613	62.484	62.348	62.199	62.05	61.898	61.737	61.569	61.391	61.219	61.041	60.858	60.673	60.486	60.292	60.112	59.927	59.73	59.536	59.346	59.155	58.957	58.755	58.557	58.362	58.165	57.966	57.764	57.566	57.367	57.165	56.959	56.763	56.551	56.352	56.148	55.941	55.741	55.531	55.328
210	Saint Lucia	177.206	178.015	178.844	179.667	180.454	181.203	181.909	182.563	183.188	183.774	184.321	184.812	185.271	185.686	186.047	186.369	186.631	186.838	187.005	187.112	187.162	187.158	187.104	186.997	186.84	186.636	186.381	186.091	185.757	185.37	184.952	184.491	183.995	183.463	182.888	182.279	181.639	180.976	180.272	179.534	178.766	177.966	177.134	176.273	175.384	174.462	173.524	172.55	171.552	170.531	169.482	168.416	167.326	166.216	165.085	163.936	162.766	161.582	160.379	159.163	157.939	156.696	155.441	154.173	152.904	151.626	150.344	149.063	147.779	146.493	145.22	143.947	142.693	141.444	140.221	139.003	137.795	136.612	135.454	134.317	133.202	132.111	131.056	130.024	129.025	128.057
211	Saint Vincent and the Grenadines	109.455	109.643	109.897	110.2	110.488	110.757	110.986	111.184	111.348	111.506	111.643	111.773	111.877	111.974	112.049	112.106	112.163	112.187	112.208	112.216	112.219	112.207	112.19	112.16	112.099	112.012	111.884	111.725	111.53	111.303	111.053	110.774	110.474	110.139	109.784	109.406	109.012	108.602	108.164	107.712	107.24	106.755	106.251	105.74	105.204	104.664	104.111	103.545	102.971	102.384	101.783	101.168	100.548	99.921	99.266	98.616	97.951	97.28	96.601	95.917	95.215	94.52	93.818	93.11	92.397	91.68	90.956	90.23	89.502	88.772	88.039	87.309	86.578	85.848	85.118	84.391	83.667	82.946	82.233	81.513	80.803	80.098	79.388	78.685	77.997	77.302
212	Sint Maarten (Dutch part)	38.75	39.537	40.12	40.552	40.939	41.364	41.842	42.336	42.839	43.347	43.829	44.288	44.745	45.193	45.621	46.034	46.428	46.816	47.189	47.551	47.903	48.237	48.56	48.876	49.18	49.482	49.778	50.065	50.354	50.633	50.911	51.183	51.453	51.716	51.974	52.238	52.494	52.747	52.989	53.236	53.478	53.719	53.949	54.176	54.406	54.632	54.863	55.087	55.307	55.533	55.757	55.975	56.202	56.427	56.653	56.873	57.103	57.329	57.557	57.782	58.015	58.237	58.463	58.684	58.905	59.128	59.338	59.555	59.758	59.966	60.166	60.366	60.554	60.748	60.931	61.105	61.286	61.456	61.63	61.797	61.965	62.125	62.292	62.441	62.599	62.758
213	Trinidad and Tobago	1360.092	1364.962	1369.125	1372.598	1375.443	1377.729	1379.418	1380.527	1381.081	1381.161	1380.806	1380.053	1378.913	1377.438	1375.667	1373.659	1371.432	1369.003	1366.384	1363.585	1360.624	1357.502	1354.234	1350.803	1347.219	1343.469	1339.566	1335.486	1331.235	1326.759	1322.051	1317.115	1311.945	1306.542	1300.915	1295.069	1289.006	1282.738	1276.281	1269.644	1262.854	1255.92	1248.858	1241.681	1234.437	1227.12	1219.758	1212.377	1204.978	1197.595	1190.249	1182.957	1175.717	1168.55	1161.456	1154.43	1147.485	1140.623	1133.851	1127.191	1120.643	1114.205	1107.879	1101.658	1095.542	1089.51	1083.578	1077.737	1071.972	1066.286	1060.676	1055.134	1049.651	1044.227	1038.86	1033.537	1028.264	1023.028	1017.839	1012.707	1007.607	1002.562	997.563	992.626	987.733	982.905
214	Turks and Caicos Islands	34.339	34.9	35.446	35.963	36.461	36.953	37.439	37.917	38.394	38.86	39.328	39.779	40.226	40.67	41.1	41.528	41.95	42.37	42.769	43.163	43.552	43.926	44.289	44.641	44.981	45.309	45.618	45.92	46.205	46.475	46.736	46.984	47.225	47.444	47.663	47.862	48.046	48.225	48.398	48.564	48.712	48.867	49.009	49.145	49.28	49.412	49.538	49.667	49.792	49.912	50.036	50.156	50.274	50.394	50.507	50.617	50.729	50.846	50.949	51.061	51.166	51.277	51.372	51.473	51.57	51.665	51.748	51.833	51.916	51.981	52.054	52.113	52.175	52.227	52.271	52.312	52.342	52.372	52.403	52.421	52.43	52.439	52.444	52.445	52.445	52.435
215	United States Virgin Islands	104.977	104.913	104.901	104.914	104.909	104.858	104.736	104.563	104.33	104.064	103.781	103.469	103.125	102.751	102.358	101.923	101.471	100.996	100.488	99.965	99.414	98.833	98.232	97.608	96.971	96.307	95.634	94.937	94.23	93.513	92.768	92.02	91.248	90.476	89.692	88.912	88.136	87.361	86.594	85.832	85.067	84.318	83.572	82.832	82.115	81.399	80.692	79.997	79.311	78.637	77.976	77.318	76.682	76.037	75.414	74.792	74.179	73.567	72.965	72.365	71.763	71.165	70.567	69.964	69.362	68.748	68.129	67.515	66.899	66.265	65.632	64.992	64.35	63.707	63.056	62.405	61.743	61.073	60.404	59.739	59.072	58.399	57.739	57.078	56.422	55.768
216	Central America	172635.109	174988.756	177316.317	179616.163	181886.939	184127.254	186335.408	188509.567	190648.097	192749.4	194811.929	196834.607	198816.103	200754.738	202648.671	204496.472	206297.016	208049.985	209755.705	211415.059	213028.55	214596.039	216116.984	217591.221	219018.68	220399.238	221732.753	223018.988	224257.529	225447.9	226589.703	227682.583	228726.375	229721.015	230666.576	231562.992	232410.219	233207.902	233955.151	234650.937	235294.443	235885.539	236424.368	236911.112	237346.072	237729.575	238061.979	238343.703	238575.198	238757.007	238889.817	238974.373	239011.63	239002.69	238948.836	238851.343	238711.071	238529.255	238307.859	238049.216	237755.223	237427.384	237066.408	236672.55	236245.624	235785.789	235294.047	234771.721	234219.821	233639.392	233031.594	232397.511	231738.55	231056.486	230353.327	229631.022	228891.103	228134.889	227363.597	226578.39	225780.534	224971.479	224152.755	223326.133	222493.526	221657.011
217	Belize	359.288	366.954	374.681	382.444	390.231	398.007	405.765	413.509	421.21	428.847	436.398	443.865	451.221	458.472	465.64	472.702	479.672	486.544	493.312	499.968	506.511	512.945	519.274	525.489	531.605	537.621	543.534	549.358	555.077	560.702	566.238	571.685	577.033	582.273	587.415	592.42	597.316	602.081	606.717	611.225	615.599	619.85	623.962	627.937	631.773	635.466	639.004	642.406	645.652	648.759	651.732	654.568	657.263	659.819	662.247	664.545	666.701	668.739	670.656	672.44	674.107	675.666	677.109	678.443	679.675	680.814	681.864	682.819	683.681	684.467	685.176	685.796	686.352	686.835	687.244	687.598	687.891	688.116	688.29	688.401	688.454	688.456	688.406	688.299	688.142	687.935
218	Costa Rica	4807.852	4857.274	4905.769	4953.199	4999.384	5044.179	5087.543	5129.516	5170.112	5209.374	5247.337	5284.011	5319.366	5353.387	5386.063	5417.379	5447.328	5475.941	5503.214	5529.21	5553.946	5577.43	5599.667	5620.65	5640.391	5658.897	5676.163	5692.196	5706.98	5720.467	5732.641	5743.508	5753.074	5761.35	5768.346	5774.07	5778.541	5781.784	5783.794	5784.591	5784.184	5782.598	5779.864	5776.036	5771.204	5765.414	5758.71	5751.1	5742.622	5733.276	5723.098	5712.101	5700.31	5687.714	5674.296	5660.054	5645.014	5629.184	5612.569	5595.167	5576.98	5558.028	5538.372	5518.058	5497.164	5475.768	5453.905	5431.63	5409.025	5386.17	5363.132	5339.973	5316.755	5293.513	5270.32	5247.235	5224.284	5201.52	5178.942	5156.578	5134.448	5112.563	5090.935	5069.572	5048.491	5027.693
219	El Salvador	6312.478	6344.722	6377.853	6411.558	6445.405	6479.066	6512.324	6545.173	6577.561	6609.535	6641.077	6672.171	6702.612	6731.997	6759.778	6785.583	6809.174	6830.667	6850.432	6869.026	6886.84	6904.012	6920.362	6935.627	6949.436	6961.52	6971.811	6980.404	6987.377	6992.86	6996.962	6999.686	7001.019	7001.03	6999.809	6997.41	6993.87	6989.179	6983.296	6976.177	6967.763	6958.062	6947.074	6934.767	6921.094	6906.033	6889.562	6871.704	6852.455	6831.846	6809.916	6786.661	6762.082	6736.184	6708.992	6680.505	6650.734	6619.704	6587.412	6553.848	6519.018	6482.966	6445.712	6407.274	6367.667	6326.918	6285.067	6242.195	6198.375	6153.732	6108.37	6062.356	6015.776	5968.743	5921.387	5873.823	5826.148	5778.44	5730.77	5683.188	5635.784	5588.619	5541.76	5495.322	5449.384	5404.065
220	Guatemala	16252.429	16582.469	16913.503	17245.346	17577.842	17910.812	18243.996	18577.064	18909.715	19241.632	19572.502	19902.106	20230.192	20556.505	20880.765	21202.726	21522.173	21838.956	22152.942	22464.076	22772.247	23077.355	23379.242	23677.797	23972.907	24264.472	24552.386	24836.548	25116.922	25393.483	25666.201	25934.98	26199.72	26460.275	26716.505	26968.287	27215.465	27457.962	27695.66	27928.513	28156.409	28379.256	28596.867	28809.025	29015.426	29215.834	29410.087	29598.095	29779.764	29955.021	30123.785	30285.991	30441.542	30590.325	30732.198	30867.068	30994.876	31115.643	31229.448	31336.401	31436.604	31530.13	31616.985	31697.2	31770.749	31837.67	31898.052	31952.004	31999.691	32041.286	32076.97	32106.883	32131.175	32150.023	32163.615	32172.157	32175.831	32174.809	32169.27	32159.399	32145.375	32127.419	32105.711	32080.489	32051.97	32020.39
221	Honduras	8960.829	9112.867	9265.067	9417.167	9568.688	9719.265	9868.818	10017.325	10164.639	10310.545	10454.849	10597.425	10738.136	10876.813	11013.275	11147.351	11278.945	11407.968	11534.322	11657.92	11778.686	11896.543	12011.469	12123.518	12232.808	12339.417	12443.346	12544.546	12642.936	12738.436	12830.963	12920.484	13006.996	13090.516	13171.064	13248.655	13323.288	13394.917	13463.513	13529.028	13591.414	13650.645	13706.713	13759.624	13809.396	13856.012	13899.492	13939.8	13976.874	14010.622	14040.968	14067.908	14091.492	14111.733	14128.714	14142.488	14153.095	14160.573	14164.98	14166.384	14164.86	14160.47	14153.285	14143.405	14130.929	14115.943	14098.547	14078.828	14056.873	14032.765	14006.589	13978.452	13948.446	13916.685	13883.257	13848.311	13811.923	13774.204	13735.257	13695.182	13654.092	13612.083	13569.28	13525.788	13481.723	13437.227
222	Mexico	125890.949	127540.423	129163.276	130759.074	132328.035	133870.027	135384.21	136869.035	138322.966	139744.251	141131.503	142483.838	143800.923	145082.59	146328.968	147540.127	148715.786	149855.622	150959.64	152027.945	153060.606	154057.506	155018.61	155944.137	156834.427	157689.665	158509.924	159295.037	160044.704	160758.548	161436.237	162077.571	162682.51	163251.082	163783.345	164279.302	164739.025	165162.28	165548.426	165896.569	166206.147	166477.093	166709.75	166904.471	167061.775	167182.207	167266.248	167314.374	167327.186	167305.355	167249.641	167160.826	167039.844	166887.862	166706.162	166496.007	166258.218	165993.818	165704.593	165392.581	165059.416	164706.318	164333.769	163941.723	163529.742	163097.669	162646.136	162176.08	161687.993	161182.369	160659.839	160121.048	159566.919	158998.72	158417.915	157825.851	157223.616	156612.074	155992.01	155364.172	154729.398	154088.687	153443.147	152794.053	152142.826	151491.044
223	Nicaragua	6082.035	6149.928	6217.581	6284.757	6351.157	6416.568	6480.807	6543.976	6606.538	6669.148	6732.197	6795.865	6859.844	6923.479	6985.855	7046.293	7104.547	7160.711	7214.922	7267.426	7318.402	7367.826	7415.579	7461.64	7505.967	7548.564	7589.404	7628.478	7665.776	7701.261	7734.905	7766.705	7796.656	7824.783	7851.133	7875.742	7898.588	7919.675	7938.967	7956.431	7972.045	7985.792	7997.667	8007.648	8015.73	8021.897	8026.139	8028.462	8028.851	8027.281	8023.752	8018.276	8010.877	8001.56	7990.359	7977.292	7962.383	7945.705	7927.297	7907.264	7885.667	7862.559	7838.024	7812.129	7784.974	7756.639	7727.199	7696.722	7665.3	7633.006	7599.929	7566.133	7531.686	7496.654	7461.095	7425.055	7388.596	7351.765	7314.609	7277.184	7239.517	7201.653	7163.618	7125.45	7087.182	7048.824
224	Panama	3969.249	4034.119	4098.587	4162.618	4226.197	4289.33	4351.945	4413.969	4475.356	4536.068	4596.066	4655.326	4713.809	4771.495	4828.327	4884.311	4939.391	4993.576	5046.921	5099.488	5151.312	5202.422	5252.781	5302.363	5351.139	5399.082	5446.185	5492.421	5537.757	5582.143	5625.556	5667.964	5709.367	5749.706	5788.959	5827.106	5864.126	5900.024	5934.778	5968.403	6000.882	6032.243	6062.471	6091.604	6119.674	6146.712	6172.737	6197.762	6221.794	6244.847	6266.925	6288.042	6308.22	6327.493	6345.868	6363.384	6380.05	6395.889	6410.904	6425.131	6438.571	6451.247	6463.152	6474.318	6484.724	6494.368	6503.277	6511.443	6518.883	6525.597	6531.589	6536.87	6541.441	6545.313	6548.494	6550.992	6552.814	6553.961	6554.449	6554.286	6553.466	6551.999	6549.898	6547.16	6543.808	6539.833
225	South America	416436.111	420458.044	424393.617	428240.515	431998.475	435666.848	439242.387	442721.924	446105.542	449394.214	452588.454	455687.542	458689.848	461593.841	464397.646	467099.885	469699.821	472197.42	474592.755	476886.292	479078.441	481169.274	483158.791	485047.166	486834.512	488521.196	490107.457	491594.046	492981.963	494272.554	495466.983	496565.973	497570.083	498480	499296.41	500019.962	500651.572	501191.858	501641.059	501999.233	502266.714	502444.234	502532.929	502533.776	502447.987	502276.716	502021.303	501683.059	501263.326	500763.509	500185.207	499530.182	498800.389	497997.78	497124.31	496182.182	495173.651	494101.362	492968.146	491777.167	490531.516	489234.001	487887.567	486495.622	485061.851	483589.678	482082.135	480542.102	478973.019	477378.323	475761.234	474124.473	472470.405	470801.813	469121.334	467431.443	465734.077	464030.931	462323.397	460612.667	458899.814	457185.775	455471.391	453757.446	452044.619	450333.45
226	Argentina	43417.765	43847.43	44271.041	44688.864	45101.781	45510.399	45914.426	46313.273	46707.02	47095.834	47479.8	47858.884	48232.945	48601.833	48965.339	49323.306	49675.627	50022.276	50363.21	50698.399	51027.807	51351.362	51669	51980.643	52286.212	52585.643	52878.835	53165.726	53446.298	53720.586	53988.553	54250.133	54505.185	54753.494	54994.811	55228.902	55455.656	55674.954	55886.613	56090.458	56286.317	56474.08	56653.669	56824.972	56987.923	57142.441	57288.541	57426.18	57555.274	57675.738	57787.523	57890.676	57985.346	58071.774	58150.259	58221.093	58284.454	58340.528	58389.605	58432.023	58468.089	58497.987	58521.915	58540.159	58553.029	58560.778	58563.632	58561.674	58554.855	58543.059	58526.221	58504.402	58477.775	58446.456	58410.565	58370.26	58325.635	58276.809	58223.853	58166.865	58105.962	58041.262	57972.898	57901.026	57825.826	57747.478
227	Bolivia (Plurinational State of)	10724.705	10887.882	11051.6	11215.674	11379.861	11543.982	11707.9	11871.548	12034.817	12197.607	12359.8	12521.289	12681.951	12841.692	13000.43	13158.072	13314.514	13469.646	13623.258	13775.145	13925.118	14073.053	14218.881	14362.574	14504.068	14643.343	14780.322	14914.944	15047.177	15177.004	15304.402	15429.333	15551.747	15671.597	15788.85	15903.46	16015.391	16124.589	16231.016	16334.63	16435.396	16533.279	16628.238	16720.182	16809.022	16894.692	16977.149	17056.386	17132.392	17205.154	17274.698	17341.012	17404.099	17463.988	17520.73	17574.36	17624.902	17672.396	17716.871	17758.362	17796.923	17832.589	17865.393	17895.413	17922.708	17947.326	17969.33	17988.758	18005.659	18020.052	18031.991	18041.528	18048.694	18053.535	18056.079	18056.386	18054.478	18050.419	18044.24	18036.02	18025.788	18013.601	17999.513	17983.572	17965.819	17946.304
228	Brazil	205962.108	207652.865	209288.278	210867.954	212392.717	213863.046	215277.9	216635.951	217937.21	219181.979	220370.552	221502.809	222578.675	223598.52	224562.876	225472.214	226326.815	227126.881	227872.682	228564.481	229202.582	229787.484	230319.644	230799.257	231226.48	231601.656	231925.066	232197.512	232420.421	232595.537	232724.279	232807.383	232845.132	232837.778	232785.372	232688.044	232546.318	232360.63	232130.794	231856.495	231537.607	231174.505	230767.874	230318.313	229826.557	229293.394	228719.635	228106.117	227453.767	226763.549	226036.562	225274.022	224477.271	223647.626	222786.472	221895.313	220975.62	220029.17	219058.271	218065.474	217053.157	216023.301	214977.583	213917.826	212845.73	211763.066	210671.502	209572.94	208469.616	207363.924	206257.958	205153.327	204051.317	202953.33	201860.677	200774.505	199695.832	198625.505	197564.243	196512.641	195471.145	194440.109	193419.744	192410.139	191411.294	190423.052
229	Chile	17762.681	17909.754	18054.726	18197.209	18336.653	18472.639	18604.946	18733.622	18858.777	18980.612	19099.237	19214.669	19326.71	19434.879	19538.564	19637.321	19730.966	19819.612	19903.549	19983.218	20058.957	20130.836	20198.771	20262.747	20322.7	20378.604	20430.49	20478.413	20522.34	20562.234	20598.059	20629.864	20657.702	20681.629	20701.755	20718.131	20730.842	20739.979	20745.629	20747.901	20746.934	20742.783	20735.566	20725.416	20712.545	20697.074	20679.144	20658.79	20636.061	20610.956	20583.496	20553.726	20521.749	20487.668	20451.607	20413.672	20373.948	20332.47	20289.229	20244.2	20197.38	20148.834	20098.659	20046.886	19993.566	19938.746	19882.522	19825.006	19766.427	19707.042	19647.078	19586.666	19525.895	19464.948	19404.009	19343.221	19282.692	19222.498	19162.691	19103.28	19044.322	18985.8	18927.776	18870.247	18813.252	18756.814
230	Colombia	48228.697	48653.419	49065.615	49464.683	49849.818	50220.412	50576.195	50917.275	51243.819	51556.137	51854.482	52138.832	52409.061	52665.091	52906.801	53134.127	53347.083	53545.678	53729.852	53899.499	54054.587	54195.144	54321.271	54433.151	54531.025	54615.1	54685.589	54742.631	54786.301	54816.629	54833.764	54837.879	54829.331	54808.597	54776.226	54732.755	54678.525	54613.824	54539.075	54454.679	54361.02	54258.441	54147.271	54027.841	53900.469	53765.455	53623.078	53473.607	53317.282	53154.335	52985.003	52809.518	52628.051	52440.712	52247.516	52048.553	51844.054	51634.251	51419.202	51198.915	50973.494	50743.134	50508.229	50269.368	50027.303	49782.651	49535.809	49287.042	49036.75	48785.294	48533.022	48280.281	48027.359	47774.516	47521.955	47269.911	47018.607	46768.283	46519.2	46271.567	46025.6	45781.505	45539.411	45299.469	45061.774	44826.403
231	Ecuador	16144.368	16385.068	16624.858	16863.425	17100.444	17335.642	17568.798	17799.78	18028.434	18254.667	18478.364	18699.38	18917.584	19132.925	19345.363	19554.856	19761.328	19964.652	20164.669	20361.22	20554.156	20743.359	20928.791	21110.367	21288.034	21461.74	21631.425	21797.038	21958.497	22115.727	22268.68	22417.298	22561.555	22701.478	22837.111	22968.451	23095.52	23218.266	23336.67	23450.699	23560.315	23665.54	23766.347	23862.704	23954.542	24041.84	24124.59	24202.801	24276.521	24345.816	24410.731	24471.308	24527.551	24579.457	24627.01	24670.209	24709.076	24743.677	24774.1	24800.448	24822.803	24841.272	24855.893	24866.678	24873.639	24876.794	24876.218	24872.012	24864.346	24853.391	24839.312	24822.211	24802.174	24779.34	24753.852	24725.84	24695.405	24662.611	24627.514	24590.146	24550.543	24508.756	24464.814	24418.769	24370.671	24320.58
232	Falkland Islands (Malvinas)	2.898	2.91	2.91	2.922	2.921	2.925	2.926	2.928	2.929	2.934	2.932	2.933	2.934	2.931	2.927	2.925	2.921	2.921	2.915	2.911	2.905	2.904	2.898	2.892	2.89	2.888	2.884	2.876	2.871	2.869	2.862	2.86	2.855	2.849	2.847	2.839	2.834	2.83	2.823	2.815	2.811	2.802	2.798	2.793	2.787	2.777	2.773	2.767	2.764	2.756	2.752	2.746	2.738	2.732	2.726	2.718	2.715	2.71	2.703	2.697	2.691	2.686	2.681	2.681	2.679	2.675	2.669	2.664	2.659	2.653	2.646	2.646	2.643	2.634	2.625	2.62	2.615	2.613	2.607	2.605	2.6	2.597	2.593	2.593	2.584	2.579
233	French Guiana	268.691	275.713	282.731	289.763	296.847	303.982	311.201	318.472	325.814	333.234	340.733	348.323	355.988	363.74	371.567	379.463	387.423	395.445	403.53	411.65	419.826	428.02	436.246	444.482	452.729	460.974	469.201	477.421	485.621	493.795	501.94	510.055	518.142	526.196	534.205	542.161	550.082	557.946	565.773	573.557	581.32	589.05	596.745	604.412	612.063	619.685	627.283	634.862	642.419	649.946	657.446	664.901	672.322	679.705	687.044	694.341	701.574	708.764	715.886	722.946	729.935	736.846	743.694	750.455	757.131	763.73	770.233	776.649	782.965	789.183	795.291	801.303	807.189	812.969	818.632	824.19	829.636	834.963	840.178	845.286	850.287	855.17	859.95	864.633	869.209	873.69
234	Guyana	768.514	773.303	777.859	782.225	786.508	790.782	795.022	799.146	803.119	806.914	810.501	813.861	816.988	819.881	822.554	824.982	827.197	829.166	830.889	832.333	833.489	834.352	834.928	835.233	835.288	835.119	834.73	834.125	833.307	832.264	831.011	829.552	827.883	826.057	824.047	821.906	819.622	817.215	814.676	811.998	809.183	806.227	803.14	799.917	796.576	793.109	789.507	785.795	781.956	777.991	773.916	769.732	765.43	761.006	756.464	751.791	746.992	742.07	737.03	731.89	726.644	721.308	715.888	710.395	704.834	699.22	693.556	687.866	682.15	676.423	670.701	664.988	659.288	653.612	647.966	642.349	636.769	631.221	625.716	620.253	614.814	609.427	604.054	598.729	593.421	588.127
235	Paraguay	6639.119	6725.308	6811.297	6896.908	6981.981	7066.33	7149.851	7232.42	7313.907	7394.169	7473.078	7550.529	7626.46	7700.839	7773.662	7844.904	7914.54	7982.506	8048.725	8113.14	8175.687	8236.342	8295.089	8351.975	8407.032	8460.299	8511.784	8561.49	8609.422	8655.628	8700.127	8742.909	8783.986	8823.381	8861.107	8897.182	8931.6	8964.343	8995.364	9024.616	9052.053	9077.66	9101.403	9123.23	9143.072	9160.878	9176.624	9190.307	9201.909	9211.421	9218.838	9224.183	9227.458	9228.721	9228.02	9225.41	9220.948	9214.686	9206.665	9196.942	9185.595	9172.674	9158.274	9142.497	9125.492	9107.37	9088.22	9068.12	9047.167	9025.486	9003.176	8980.316	8956.952	8933.112	8908.818	8884.106	8858.986	8833.486	8807.634	8781.451	8754.966	8728.146	8701	8673.485	8645.583	8617.215
236	Peru	31376.671	31773.839	32165.485	32551.815	32933.835	33312.178	33686.305	34055.259	34418.978	34777.489	35130.736	35478.605	35820.719	36156.552	36485.406	36806.784	37120.393	37426.213	37724.375	38015.181	38298.817	38575.218	38844.196	39105.721	39359.708	39606.088	39844.804	40075.762	40298.715	40513.389	40719.548	40917.112	41106.042	41286.254	41457.689	41620.307	41774.076	41918.996	42055.176	42182.745	42301.832	42412.496	42514.783	42608.764	42694.504	42772.079	42841.575	42903.107	42956.799	43002.791	43041.221	43072.199	43095.848	43112.307	43121.706	43124.186	43119.92	43109.032	43091.574	43067.57	43037.103	43000.268	42957.299	42908.489	42854.246	42794.882	42730.638	42661.646	42588.008	42509.759	42426.987	42339.829	42248.504	42153.345	42054.767	41953.07	41848.458	41741.021	41630.771	41517.711	41401.846	41283.22	41161.927	41038.081	40911.854	40783.45
