Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
21	Madagascar	24234.088	24864.683	25499.96	26140.803	26787.711	27440.882	28100.111	28764.886	29434.37	30107.557	30783.51	31461.713	32142.238	32825.972	33514.214	34207.767	34906.683	35610.178	36317.22	37026.401	37736.515	38446.996	39157.496	39867.367	40575.956	41282.636	41986.855	42688.08	43385.727	44079.222	44768.047	45451.702	46129.817	46802.119	47468.419	48128.514	48782.053	49428.672	50068.06	50699.92	51323.918	51939.744	52547.056	53145.626	53735.267	54315.729	54886.669	55447.694	55998.331	56538.065	57066.4	57583.004	58087.478	58579.258	59057.695	59522.267	59972.565	60408.353	60829.454	61235.766	61627.156	62003.452	62364.435	62709.859	63039.512	63353.198	63650.835	63932.384	64197.855	64447.277	64680.709	64898.173	65099.709	65285.518	65455.874	65610.97	65750.967	65875.938	65985.944	66081.019	66161.236	66226.721	66277.618	66314.132	66336.507	66345.029
22	Malawi	17573.607	18073.456	18575.621	19081.029	19590.472	20104.603	20623.951	21148.879	21679.689	22216.51	22759.432	23308.493	23863.75	24425.266	24993.094	25567.123	26147.205	26732.876	27323.271	27917.316	28514.028	29112.836	29713.295	30314.755	30916.563	31518.091	32118.798	32718.118	33315.43	33910.045	34501.406	35088.945	35672.278	36251.163	36825.477	37395.019	37959.421	38518.23	39070.978	39617.209	40156.434	40688.247	41212.265	41728.138	42235.51	42734.006	43223.246	43702.789	44172.138	44630.814	45078.332	45514.317	45938.368	46349.979	46748.589	47133.729	47505.047	47862.273	48205.156	48533.49	48847.074	49145.696	49429.172	49697.421	49950.41	50188.074	50410.402	50617.304	50808.615	50984.211	51143.995	51287.962	51416.218	51528.97	51626.433	51708.88	51776.476	51829.39	51867.75	51891.748	51901.56	51897.449	51879.713	51848.713	51804.884	51748.685
23	Mauritius	1259.456	1261.336	1262.52	1263.09	1263.083	1262.57	1261.57	1260.119	1258.241	1255.923	1253.201	1250.078	1246.575	1242.739	1238.621	1234.252	1229.651	1224.816	1219.72	1214.308	1208.566	1202.466	1196.034	1189.27	1182.166	1174.751	1166.998	1158.941	1150.575	1141.9	1132.926	1123.679	1114.169	1104.414	1094.46	1084.334	1074.049	1063.627	1053.077	1042.438	1031.729	1020.951	1010.129	999.269	988.382	977.476	966.549	955.618	944.673	933.728	922.767	911.789	900.803	889.794	878.755	867.673	856.548	845.376	834.155	822.88	811.54	800.134	788.685	777.187	765.645	754.071	742.473	730.868	719.251	707.656	696.063	684.52	673.016	661.579	650.227	638.98	627.838	616.846	605.99	595.309	584.802	574.499	564.417	554.559	544.965	535.659
24	Mayotte	240.02	246.291	252.474	258.583	264.65	270.689	276.701	282.711	288.706	294.696	300.672	306.638	312.597	318.574	324.572	330.622	336.701	342.83	348.984	355.124	361.262	367.362	373.446	379.481	385.463	391.382	397.22	402.982	408.643	414.203	419.649	424.981	430.186	435.259	440.211	445.026	449.714	454.264	458.684	462.975	467.142	471.173	475.076	478.855	482.51	486.036	489.433	492.7	495.849	498.861	501.756	504.527	507.17	509.682	512.057	514.309	516.43	518.413	520.258	521.97	523.541	524.969	526.262	527.403	528.402	529.26	529.968	530.524	530.937	531.193	531.297	531.238	531.017	530.645	530.121	529.445	528.601	527.618	526.474	525.182	523.737	522.139	520.387	518.492	516.443	514.262
25	Mozambique	28010.691	28801.423	29598.676	30404.732	31221.336	32049.682	32890.398	33743.602	34608.948	35485.691	36373.212	37271.22	38180.22	39101.611	40037.294	40988.426	41955.215	42936.631	43930.9	44935.622	45948.737	46969.307	47996.823	49030.14	50068.124	51109.721	52154.01	53200.131	54247.136	55294.086	56340.15	57384.5	58426.568	59466.022	60502.729	61536.432	62566.61	63592.61	64613.964	65630.172	66640.723	67645.097	68642.737	69632.969	70615.094	71588.449	72552.382	73506.33	74449.826	75382.453	76303.714	77213.034	78109.71	78992.877	79861.611	80715.041	81552.477	82373.322	83176.922	83962.665	84729.923	85478.101	86206.596	86914.776	87601.972	88267.61	88911.255	89532.487	90130.685	90705.208	91255.558	91781.276	92282.266	92758.818	93211.453	93640.502	94045.983	94427.628	94785.001	95117.647	95425.187	95707.416	95964.275	96195.876	96402.505	96584.604
26	R?union	863.363	869.069	874.491	879.67	884.622	889.357	893.878	898.171	902.224	906.001	909.474	912.635	915.504	918.104	920.492	922.691	924.736	926.59	928.234	929.612	930.707	931.503	932	932.184	932.042	931.56	930.731	929.567	928.051	926.181	923.957	921.378	918.465	915.229	911.681	907.832	903.706	899.332	894.692	889.854	884.827	879.617	874.244	868.748	863.111	857.394	851.577	845.7	839.75	833.763	827.743	821.711	815.649	809.587	803.49	797.372	791.243	785.085	778.893	772.645	766.352	759.999	753.575	747.079	740.507	733.848	727.081	720.229	713.27	706.203	699.016	691.719	684.296	676.754	669.098	661.335	653.455	645.477	637.411	629.247	621.009	612.715	604.354	595.954	587.531	579.101
27	Rwanda	11629.553	11909.197	12181.708	12448.536	12710.81	12969.372	13224.792	13477.318	13726.965	13973.567	14216.976	14457.277	14694.964	14931.088	15166.913	15403.358	15640.664	15878.495	16116.358	16353.502	16589.201	16823.193	17055.166	17284.3	17509.579	17730.189	17945.645	18155.608	18359.437	18556.497	18746.28	18928.415	19102.777	19269.402	19428.486	19580.18	19724.419	19861.152	19990.631	20113.191	20229.088	20338.409	20441.137	20537.283	20626.825	20709.747	20786.048	20855.738	20918.806	20975.236	21024.977	21068.045	21104.396	21133.863	21156.213	21171.303	21179.093	21179.615	21172.935	21159.121	21138.251	21110.39	21075.563	21033.89	20985.489	20930.487	20868.984	20801.072	20726.868	20646.474	20560.024	20467.648	20369.496	20265.662	20156.273	20041.457	19921.37	19796.203	19666.179	19531.521	19392.446	19249.2	19102.001	18951.091	18796.69	18639.034
28	Seychelles	93.742	94.21	94.586	94.896	95.136	95.309	95.431	95.493	95.52	95.485	95.423	95.309	95.159	94.984	94.785	94.568	94.34	94.101	93.847	93.573	93.284	92.978	92.652	92.313	91.941	91.552	91.143	90.7	90.238	89.746	89.223	88.658	88.058	87.437	86.789	86.102	85.388	84.655	83.895	83.121	82.319	81.505	80.685	79.845	78.994	78.151	77.297	76.449	75.595	74.741	73.897	73.051	72.213	71.377	70.549	69.725	68.905	68.091	67.282	66.482	65.678	64.884	64.096	63.314	62.528	61.756	60.98	60.217	59.443	58.679	57.926	57.162	56.407	55.653	54.9	54.143	53.391	52.627	51.869	51.114	50.356	49.59	48.829	48.053	47.284	46.511
29	Somalia	13908.129	14302.176	14706.548	15121.763	15548.071	15985.445	16433.536	16891.758	17359.238	17835.007	18318.166	18808.228	19305.274	19810.14	20324.067	20847.888	21381.674	21924.866	22476.855	23036.797	23603.946	24177.934	24758.523	25345.198	25937.437	26534.714	27136.598	27742.649	28352.365	28965.269	29580.869	30198.738	30818.502	31439.727	32062.047	32685.075	33308.396	33931.672	34554.634	35177.133	35798.92	36419.635	37038.86	37656.156	38271.067	38883.141	39491.943	40097.039	40697.955	41294.242	41885.398	42470.965	43050.483	43623.373	44189.057	44746.983	45296.688	45837.757	46369.695	46892.001	47404.249	47906.029	48397.035	48876.928	49345.41	49802.219	50247.034	50679.613	51099.877	51507.835	51903.42	52286.502	52656.818	53013.975	53357.512	53687.059	54002.404	54303.48	54590.316	54862.957	55121.434	55365.745	55595.839	55811.608	56012.872	56199.439
30	South Sudan	11882.136	12211.212	12536.908	12860.015	13181.153	13500.796	13819.254	14136.676	14453.083	14768.424	15082.634	15395.799	15708.267	16020.686	16333.848	16648.367	16964.386	17281.812	17600.576	17920.516	18241.445	18563.261	18885.765	19208.388	19530.468	19851.401	20170.86	20488.581	20804.114	21116.976	21426.733	21733.082	22035.777	22334.651	22629.559	22920.356	23206.87	23488.907	23766.399	24039.302	24307.566	24571.034	24829.549	25083.089	25331.614	25575.065	25813.315	26046.161	26273.311	26494.479	26709.358	26917.771	27119.53	27314.36	27501.944	27682.042	27854.458	28019.064	28175.717	28324.279	28464.655	28596.742	28720.476	28835.844	28942.841	29041.477	29131.768	29213.726	29287.381	29352.796	29410.033	29459.152	29500.261	29533.494	29559.034	29577.049	29587.68	29591.052	29587.293	29576.543	29558.92	29534.603	29503.787	29466.658	29423.462	29374.458
31	Uganda	40144.87	41443.612	42755.678	44084.357	45432.132	46800.657	48190.729	49602.329	51034.75	52486.728	53957.086	55445.293	56951.999	58479.293	60030.005	61605.875	63207.05	64831.826	66477.631	68140.941	69818.698	71509.405	73212.001	74924.241	76643.71	78368.251	80096.209	81826.163	83556.552	85285.891	87012.834	88735.98	90454.246	92166.989	93873.826	95574.239	97267.254	98951.812	100627.101	102292.383	103946.827	105589.461	107219.224	108835.101	110436.017	112020.869	113588.563	115137.896	116667.546	118176.076	119662.118	121124.485	122561.979	123973.136	125356.44	126710.504	128034.145	129326.335	130585.988	131812.059	133003.578	134159.613	135279.33	136361.976	137406.843	138413.296	139380.68	140308.422	141196.041	142043.119	142849.276	143614.076	144337.15	145018.28	145657.365	146254.24	146808.688	147320.439	147789.203	148214.694	148596.691	148934.991	149229.489	149480.124	149686.886	149849.846
32	United Republic of Tanzania	53879.957	55526.079	57180.312	58848.505	60535.29	62244.074	63976.98	65734.913	67517.713	69324.457	71154.239	73007.115	74884.831	76791.168	78731.014	80707.587	82721.789	84771.746	86854.371	88965.132	91100.14	93257.74	95436.837	97634.595	99847.91	102073.987	104310.958	106557.113	108810.093	111067.497	113327.335	115587.918	117848.359	120108.535	122368.831	124629.415	126889.398	129147.815	131404.671	133660.175	135914.172	138166.023	140414.546	142658.394	144895.972	147125.711	149346.236	151556.309	153754.588	155939.746	158110.294	160264.864	162401.653	164518.163	166611.589	168679.464	170720.044	172732.01	174713.822	176664.052	178581.397	180464.502	182312.183	184123.508	185897.691	187633.968	189331.305	190988.808	192605.996	194182.541	195717.974	197211.637	198662.588	200069.812	201432.159	202748.585	204018.261	205240.495	206414.699	207540.301	208616.724	209643.284	210619.225	211543.707	212415.826	213234.587
33	Zambia	16100.587	16572.261	17049.18	17532.435	18022.903	18521.205	19027.787	19542.8	20066.24	20597.947	21137.747	21685.649	22241.914	22807.178	23382.268	23967.676	24563.522	25169.398	25784.64	26408.341	27039.649	27678.204	28323.723	28975.609	29633.214	30295.945	30963.386	31635.142	32310.665	32989.377	33670.803	34354.502	35040.234	35728.045	36418.103	37110.46	37804.956	38501.22	39198.889	39897.522	40596.723	41296.151	41995.594	42694.936	43394.152	44093.094	44791.501	45488.921	46184.827	46878.575	47569.601	48257.476	48941.831	49622.215	50298.169	50969.259	51635.048	52295.133	52949.114	53596.575	54237.142	54870.434	55496.09	56113.67	56722.747	57322.916	57913.827	58495.203	59066.812	59628.472	60179.99	60721.097	61251.527	61771.046	62279.448	62776.501	63261.983	63735.666	64197.325	64646.719	65083.639	65507.853	65919.145	66317.347	66702.225	67073.602
34	Zimbabwe	15777.451	16142.667	16496.237	16840.22	17176.382	17506.211	17830.902	18151.338	18468.183	18781.85	19092.717	19401.241	19708.119	20014.341	20321	20628.864	20938.265	21248.933	21560.12	21870.691	22179.669	22486.689	22791.497	23093.385	23391.54	23685.255	23973.986	24257.319	24534.772	24805.911	25070.314	25327.6	25577.42	25819.373	26053.068	26278.185	26494.467	26701.761	26900.002	27089.183	27269.337	27440.382	27602.245	27754.942	27898.559	28033.127	28158.648	28275.136	28382.744	28481.632	28571.923	28653.675	28726.866	28791.478	28847.503	28894.905	28933.718	28963.938	28985.433	28998.048	29001.671	28996.271	28981.92	28958.685	28926.681	28886.01	28836.746	28778.947	28712.661	28637.931	28554.823	28463.456	28363.977	28256.552	28141.357	28018.598	27888.444	27751.113	27606.799	27455.734	27298.129	27134.26	26964.405	26788.833	26607.861	26421.84
35	Middle Africa	153742.724	158412.907	163120.388	167877.679	172694.196	177576.251	182526.841	187545.767	192630.308	197775.652	202977.331	208233.607	213547.567	218927.969	224386.69	229931.335	235562.95	241275.539	247060.877	252907.232	258804.284	264747.124	270731.72	276749.255	282789.994	288845.257	294908.703	300975.237	307038.781	313093.631	319134.551	325156.284	331154.514	337126.421	343069.984	348982.868	354861.802	360703.015	366503.022	372258.342	377965.713	383621.44	389222.826	394769.012	400259.799	405694.04	411069.221	416380.951	421624.062	426792.399	431880.432	436884.208	441800.43	446624.571	451352.025	455978.526	460500.169	464913.592	469215.778	473404.071	477475.739	481428.138	485258.151	488962.016	492535.692	495975.758	499279.855	502446.538	505474.927	508364.682	511115.374	513726.205	516196.16	518524.629	520711.099	522755.296	524657.224	526417.132	528035.544	529513.096	530850.644	532049.157	533109.723	534033.556	534822.031	535476.57
36	Angola	27859.305	28775.594	29702.475	30642.356	31597.147	32568.226	33556.419	34562.051	35585.01	36624.8	37681.01	38753.573	39843.18	40951.336	42080.042	43230.578	44403.229	45597.139	46810.936	48042.669	49290.647	50554.025	51832.235	53123.945	54427.774	55742.401	57066.806	58400.05	59740.983	61088.436	62441.354	63798.81	65160.003	66524.258	67890.991	69259.612	70629.409	71999.71	73370.011	74739.897	76108.892	77476.364	78841.687	80204.427	81564.197	82920.516	84272.725	85620.036	86961.723	88297.025	89625.095	90945.163	92256.331	93557.43	94847.173	96124.365	97388.086	98637.488	99871.535	101089.205	102289.515	103471.6	104634.686	105778.09	106901.212	108003.422	109084.121	110142.633	111178.203	112190.055	113177.52	114140.021	115077.182	115988.838	116874.938	117735.368	118569.869	119378.068	120159.542	120913.839	121640.63	122339.625	123010.673	123653.702	124268.755	124855.957
37	Cameroon	22834.522	23413.809	23992.33	24571.963	25154.121	25739.803	26329.494	26923.246	27520.732	28121.339	28724.515	29330.152	29938.89	30552.224	31172.153	31800.06	32436.361	33080.409	33731.247	34387.394	35047.605	35711.361	36378.433	37048.125	37719.713	38392.504	39065.88	39739.22	40411.735	41082.605	41751.1	42416.597	43078.59	43736.611	44390.212	45038.988	45682.515	46320.337	46952.012	47577.095	48195.187	48805.932	49409.073	50004.501	50592.184	51172.037	51743.798	52307.185	52862.108	53408.539	53946.35	54475.309	54995.045	55505.045	56004.732	56493.56	56971.147	57437.172	57891.189	58332.713	58761.34	59176.687	59578.402	59966.148	60339.589	60698.383	61042.3	61371.043	61684.3	61981.736	62263.085	62528.181	62776.935	63009.243	63225.067	63424.387	63607.223	63773.646	63923.741	64057.647	64175.531	64277.625	64364.165	64435.441	64491.791	64533.595
38	Central African Republic	4546.1	4594.35	4652.727	4720.608	4797.232	4881.666	4972.793	5069.322	5169.865	5272.965	5377.322	5482.021	5586.729	5691.786	5797.937	5905.661	6014.823	6124.863	6235.368	6345.805	6455.747	6564.989	6673.435	6780.94	6887.403	6992.722	7096.776	7199.466	7300.748	7400.617	7499.052	7596.001	7691.414	7785.352	7877.9	7969.118	8058.97	8147.412	8234.421	8319.95	8403.949	8486.38	8567.163	8646.232	8723.464	8798.756	8872.051	8943.25	9012.246	9078.899	9143.098	9204.744	9263.782	9320.099	9373.583	9424.148	9471.738	9516.296	9557.78	9596.124	9631.292	9663.252	9692.013	9717.617	9740.123	9759.585	9776.054	9789.525	9800.043	9807.647	9812.367	9814.231	9813.302	9809.639	9803.333	9794.45	9783.038	9769.136	9752.754	9733.911	9712.64	9688.956	9662.899	9634.494	9603.819	9570.903
39	Chad	14009.413	14432.258	14858.132	15287.802	15721.79	16160.387	16603.63	17051.318	17503.066	17958.35	18416.67	18877.763	19341.791	19809.361	20281.357	20758.348	21240.392	21726.981	22217.443	22710.849	23206.381	23703.652	24202.404	24702.12	25202.258	25702.305	26201.844	26700.472	27197.798	27693.405	28186.917	28677.962	29166.209	29651.408	30133.318	30611.709	31086.269	31556.71	32022.732	32484.102	32940.548	33391.761	33837.459	34277.342	34711.128	35138.53	35559.262	35972.98	36379.329	36777.943	37168.459	37550.568	37923.979	38288.317	38643.218	38988.335	39323.379	39648.098	39962.271	40265.705	40558.218	40839.607	41109.657	41368.109	41614.682	41849.143	42071.348	42281.221	42478.689	42663.715	42836.269	42996.33	43143.892	43279.001	43401.766	43512.27	43610.607	43696.848	43771.082	43833.413	43883.962	43922.874	43950.331	43966.543	43971.742	43966.185
40	Congo	4995.648	5123.585	5251.395	5379.713	5509.052	5639.818	5772.309	5906.694	6043.058	6181.381	6321.66	6463.931	6608.352	6755.26	6905.004	7057.834	7213.802	7372.687	7534.162	7697.719	7862.927	8029.623	8197.633	8366.548	8535.906	8705.314	8874.546	9043.485	9211.954	9379.847	9547.075	9713.496	9879.066	10043.855	10207.991	10371.595	10534.649	10697.103	10859.038	11020.486	11181.498	11342.046	11502.087	11661.616	11820.609	11979.037	12136.829	12293.876	12449.989	12604.925	12758.465	12910.472	13060.852	13209.403	13355.936	13500.291	13642.313	13781.897	13918.932	14053.335	14185.008	14313.857	14439.783	14562.691	14682.474	14799.058	14912.343	15022.273	15128.838	15232.055	15331.913	15428.392	15521.404	15610.84	15696.524	15778.353	15856.257	15930.245	16000.327	16066.549	16128.939	16187.513	16242.259	16293.161	16340.182	16383.25
41	Democratic Republic of the Congo	76196.619	78681.029	81181.285	83704.757	86257.156	88842.556	91463.297	94120.093	96812.208	99537.847	102295.263	105083.933	107905.549	110764.546	113666.755	116615.769	119611.955	122652.084	125731.523	128843.788	131983.061	135146.53	138331.591	141532.72	144743.669	147958.975	151174.832	154388.32	157596.093	160795.047	163982.341	167154.922	170310.276	173446.88	176563.754	179659.634	182732.788	185781.012	188802.106	191793.768	194753.942	197680.342	200571.6	203427.753	206249.497	209036.675	211788.124	214501.097	217171.882	219795.867	222369.137	224889.348	227354.928	229763.702	232113.651	234402.851	236629.213	238790.96	240886.966	242916.414	244878.279	246771.532	248594.469	250344.658	252019.316	253616.244	255134.087	256572.514	257931.736	259212.476	260415.259	261539.991	262586.181	263553.448	264441.338	265249.644	265978.508	266628.364	267199.885	267693.853	268111.067	268452.328	268718.396	268910.008	269027.844	269072.583
42	Equatorial Guinea	1175.389	1220.21	1264.687	1308.73	1352.287	1395.344	1437.917	1480.039	1521.788	1563.256	1604.514	1645.619	1686.564	1727.273	1767.657	1807.626	1847.159	1886.307	1925.259	1964.243	2003.438	2042.898	2082.538	2122.24	2161.78	2201.019	2239.905	2278.461	2316.614	2354.342	2391.609	2428.37	2464.595	2500.332	2535.62	2570.501	2604.963	2638.976	2672.489	2705.438	2737.793	2769.514	2800.587	2830.975	2860.627	2889.516	2917.602	2944.869	2971.289	2996.847	3021.542	3045.319	3068.169	3090.087	3111.012	3130.937	3149.834	3167.714	3184.563	3200.398	3215.222	3229.024	3241.821	3253.613	3264.422	3274.241	3283.101	3291.003	3297.964	3304.026	3309.19	3313.487	3316.915	3319.497	3321.251	3322.193	3322.327	3321.657	3320.215	3317.996	3315.018	3311.287	3306.811	3301.599	3295.659	3289
43	Gabon	1930.175	1972.388	2013.556	2053.84	2093.387	2132.308	2170.688	2208.557	2245.943	2282.871	2319.31	2355.305	2390.936	2426.32	2461.602	2496.926	2532.319	2567.76	2603.221	2638.637	2673.956	2709.157	2744.222	2779.084	2813.692	2847.991	2881.919	2915.446	2948.482	2980.964	3012.811	3043.986	3074.438	3104.103	3132.942	3160.889	3187.91	3213.99	3239.087	3263.196	3286.291	3308.365	3329.399	3349.435	3368.476	3386.567	3403.706	3419.904	3435.183	3449.574	3463.108	3475.785	3487.619	3498.618	3508.779	3518.13	3526.655	3534.361	3541.238	3547.267	3552.442	3556.75	3560.192	3562.762	3564.461	3565.287	3565.234	3564.297	3562.47	3559.744	3556.116	3551.597	3546.171	3539.85	3532.617	3524.481	3515.456	3505.537	3494.765	3483.146	3470.704	3457.458	3443.451	3428.689	3413.203	3397.014
44	Sao Tome and Principe	195.553	199.684	203.801	207.91	212.024	216.143	220.294	224.447	228.638	232.843	237.067	241.31	245.576	249.863	254.183	258.533	262.91	267.309	271.718	276.128	280.522	284.889	289.229	293.533	297.799	302.026	306.195	310.317	314.374	318.368	322.292	326.14	329.923	333.622	337.256	340.822	344.329	347.765	351.126	354.41	357.613	360.736	363.771	366.731	369.617	372.406	375.124	377.754	380.313	382.78	385.178	387.5	389.725	391.87	393.941	395.909	397.804	399.606	401.304	402.91	404.423	405.829	407.128	408.328	409.413	410.395	411.267	412.029	412.684	413.228	413.655	413.975	414.178	414.273	414.265	414.15	413.939	413.631	413.233	412.742	412.153	411.491	410.738	409.919	409.036	408.083
45	Northern Africa	225135.657	229125.155	232964.962	236677.448	240280.251	243786.398	247203.966	250536.396	253783.183	256941.042	260007.61	262985.345	265884.761	268726.013	271534.769	274330.034	277118.87	279898.884	282667.547	285418.385	288145.239	290847.568	293523.606	296163.597	298755.032	301287.43	303755.536	306156.154	308483.373	310731.439	312895.438	314971.552	316956.821	318848.412	320644.006	322341.944	323940.805	325440.152	326840.812	328144.412	329352.774	330466.253	331486.005	332415.901	333260.657	334024.262	334708.618	335314.49	335843.193	336295.659	336672.787	336975.848	337205.898	337362.872	337446.399	337456.329	337393.321	337258.335	337051.939	336774.627	336427.15	336010.142	335524.556	334971.714	334353.122	333670.198	332923.704	332114.464	331243.746	330313.017	329323.367	328275.915	327171.082	326008.494	324787.36	323507.292	322168.628	320772.33	319319.693	317812.153	316250.954	314637.102	312971.279	311253.866	309484.944	307664.283
46	Algeria	39871.528	40549.916	41190.841	41797.677	42373.136	42919.261	43437.403	43928.234	44391.895	44828.162	45237.055	45619.46	45977.671	46315.62	46638.24	46949.454	47251.143	47543.915	47828.849	48106.602	48377.705	48642.83	48902.511	49156.796	49405.555	49648.433	49885.214	50115.308	50337.57	50550.535	50752.773	50943.597	51122.062	51286.148	51433.473	51562.136	51671.288	51760.56	51829.229	51876.708	51902.702	51906.951	51889.679	51851.806	51794.607	51719.286	51626.368	51516.406	51390.648	51250.575	51097.419	50932.07	50755.121	50567.23	50368.971	50160.906	49943.656	49717.844	49484.009	49242.675	48994.302	48739.307	48478.08	48211.064	47938.675	47661.261	47379.023	47092.088	46800.602	46504.68	46204.325	45899.589	45590.326	45276.154	44956.532	44631	44299.251	43961.083	43616.36	43264.936	42906.586	42541.015	42167.788	41786.386	41396.172	40996.413
47	Egypt	93778.172	95567.445	97269.637	98898.959	100467.078	101983.204	103453.908	104883.242	106273.128	107623.904	108936.08	110212.218	111458.525	112685.598	113906.402	115130.473	116361.324	117597.671	118837.886	120078.171	121314.659	122546.956	123773.03	124984.897	126172.361	127327.177	128445.595	129526.203	130566.04	131562.708	132514.286	133418.773	134274.901	135082.634	135842.636	136555.634	137221.512	137840.471	138414.059	138944.303	139433.061	139881.022	140288.961	140658.881	140993.082	141293.371	141560.886	141795.909	141998.236	142167.181	142302.32	142403.957	142472.679	142508.481	142511.35	142481.332	142418.645	142323.63	142196.68	142038.214	141848.718	141628.462	141377.793	141097.298	140787.645	140449.406	140082.877	139688.308	139266.042	138816.432	138339.731	137836.261	137306.111	136748.977	136164.385	135551.999	134911.854	134244.186	133549.419	132828.022	132080.369	131306.75	130507.328	129682.125	128831.033	127953.825
48	Libya	6234.955	6316.178	6392.402	6464.089	6531.611	6595.228	6655.119	6711.372	6763.977	6812.878	6858.054	6899.583	6937.706	6972.889	7005.714	7036.629	7065.83	7093.308	7119.084	7143.082	7165.249	7185.585	7204.109	7220.775	7235.476	7248.129	7258.669	7267.018	7272.931	7276.138	7276.428	7273.696	7267.907	7258.924	7246.617	7230.885	7211.725	7189.162	7163.272	7134.148	7101.923	7066.68	7028.534	6987.743	6944.555	6899.245	6851.967	6802.867	6752.219	6700.32	6647.423	6593.699	6539.25	6484.183	6428.589	6372.535	6316.083	6259.338	6202.343	6145.149	6087.793	6030.322	5972.723	5914.941	5856.865	5798.434	5739.631	5680.455	5620.88	5560.895	5500.459	5439.592	5378.306	5316.592	5254.453	5191.914	5129.008	5065.804	5002.357	4938.766	4875.124	4811.522	4748.053	4684.837	4621.979	4559.583
49	Morocco	34803.322	35230.4	35633.859	36016.088	36378.936	36723.769	37051.411	37362.199	37656.041	37932.54	38191.401	38432.863	38658.034	38869.051	39068.665	39258.907	39440.689	39613.761	39777.555	39930.959	40073.12	40203.975	40323.77	40432.209	40528.913	40613.592	40686.11	40746.346	40794.06	40828.967	40850.917	40859.78	40855.603	40838.555	40808.896	40766.839	40712.513	40645.958	40567.288	40476.595	40373.994	40259.621	40133.665	39996.424	39848.201	39689.304	39519.949	39340.268	39150.42	38950.499	38740.637	38521.047	38291.976	38053.535	37805.806	37548.965	37283.228	37008.917	36726.426	36436.188	36138.624	35834.057	35522.821	35205.39	34882.218	34553.766	34220.378	33882.379	33540.122	33193.971	32844.25	32491.315	32135.426	31776.703	31415.213	31051.069	30684.508	30315.864	29945.518	29573.875	29201.316	28828.197	28454.801	28081.366	27708.109	27335.165
50	Sudan	38647.803	39530.611	40424.933	41332.079	42252.633	43186.402	44132.405	45088.898	46053.517	47023.518	47996.434	48970.836	49946.973	50927	51914.279	52911.016	53917.377	54931.805	55952.685	56977.722	58004.908	59033.351	60062.387	61090.505	62116.037	63137.517	64153.852	65164.134	66167.322	67162.398	68148.452	69124.704	70090.48	71045.225	71988.499	72919.923	73839.007	74745.384	75638.9	76519.5	77387.123	78241.439	79082.21	79909.572	80723.804	81525.022	82312.936	83087.076	83847.055	84592.426	85322.66	86037.317	86735.772	87416.948	88079.599	88722.625	89345.424	89947.459	90527.847	91085.626	91620.066	92130.67	92617.228	93079.543	93517.578	93931.347	94320.736	94685.812	95026.962	95344.744	95639.644	95911.994	96161.998	96389.897	96595.903	96780.328	96943.555	97086.083	97208.46	97311.27	97395.115	97460.572	97508.259	97538.734	97552.581	97550.362
