#
# M25/4-KL11
# 16	M25/4-KL11	UK’37	Muller et al., 1998 (3)	36.7	17.7	-3376	260	Spring to Winter	Emeis et al., 2003 (18)
#
Depth	Proxy	Age_Pub	Temp_Pub	Age_Marine09	Age_error
1.50	0.6446	150.00	18.20	225.99	176.01
2.50	0.6479	260.00	18.30	378.05	218.63
3.50	0.6413	370.00	18.10	530.38	245.67
6.50	0.7733	700.00	22.10	988.37	271.28
7.50	0.6479	820.00	18.30	1141.31	264.47
8.50	0.7007	940.00	19.90	1294.40	249.51
9.50	0.7436	1060.00	21.20	1447.67	224.75
10.50	0.7436	1180.00	21.20	1601.22	186.03
11.50	0.6875	1310.00	19.50	1755.79	116.65
12.50	0.6842	1440.00	19.40	1970.25	142.82
14.50	0.7172	1900.00	20.40	2520.77	313.58
15.50	0.7502	2180.00	21.40	2797.01	358.53
16.50	0.7964	2470.00	22.80	3073.44	392.47
17.50	0.5753	2760.00	16.10	3350.02	418.18
18.50	0.7139	3050.00	20.30	3626.72	437.14
19.50	0.6908	3340.00	19.60	3903.53	450.21
20.50	0.7172	3620.00	20.40	4180.42	457.90
21.50	0.7436	3910.00	21.20	4457.41	460.50
22.50	0.8063	4190.00	23.10	4734.49	458.07
23.50	0.7865	4480.00	22.50	5011.65	450.56
24.50	0.8954	4760.00	25.80	5288.92	437.68
25.50	0.7964	5040.00	22.80	5566.28	418.94
26.50	0.6710	5310.00	19.00	5843.76	393.50
27.50	0.7832	5590.00	22.40	6121.39	359.91
28.50	0.8228	5860.00	23.60	6399.22	315.48
31.50	0.7634	6670.00	21.80	7227.82	146.01
32.50	0.7667	6930.00	21.90	7490.32	240.32
33.50	0.5885	7190.00	16.50	7754.14	290.90
34.50	0.5819	7460.00	16.30	8018.32	322.23
35.50	0.5852	7720.00	16.40	8282.75	339.96
36.50	0.6347	7980.00	17.90	8547.38	346.24
37.50	0.6446	8240.00	18.20	8812.21	341.73
38.50	0.5918	8500.00	16.60	9077.24	325.94
39.50	0.6281	8760.00	17.70	9342.52	296.98
40.50	0.6611	9020.00	18.70	9608.16	249.96
41.50	0.6446	9270.00	18.20	9875.12	166.58
42.50	0.6149	9510.00	17.30	10115.78	163.01
43.50	0.5984	9760.00	16.80	10329.98	245.74
44.50	0.6413	10000.00	18.10	10545.29	301.92
45.50	0.6644	10230.00	18.80	10760.84	346.13
46.50	0.6347	10470.00	17.90	10976.55	382.73
47.50	0.5456	10700.00	15.20	11192.36	413.79
48.50	0.5126	10930.00	14.20	11408.24	440.50
49.50	0.4895	11160.00	13.50	11624.20	463.62
