#
# GeoB 5901-2
# 30	GeoB 5901-2	UK’37	Muller et al., 1998 (3)	36.4	-7.1	-574	120	Annual	Kim et al., 2004 (31)
#
Depth	Proxy	Age_Pub	Temp_Pub	Age_Marine09	Age_error
0.50	0.6806	1130.00	18.87	347.85	117.37
1.50	0.6854	1290.00	19.01	1042.37	137.51
2.50	0.6887	1450.00	19.11	1467.96	100.11
3.50	0.6936	1610.00	19.25	1625.19	180.39
4.50	0.6958	1767.50	19.32	1782.19	222.58
5.50	0.6966	1922.50	19.34	1939.12	250.97
6.50	0.6979	2080.00	19.38	2096.01	270.24
7.50	0.6971	2240.00	19.36	2252.87	282.35
9.50	0.6989	2560.00	19.41	2566.51	288.32
10.50	0.7029	2720.00	19.53	2723.29	282.58
11.50	0.7031	2880.00	19.53	2880.05	270.65
12.50	0.6938	3037.50	19.26	3036.77	251.62
13.50	0.6988	3192.50	19.41	3193.45	223.62
14.50	0.7020	3350.00	19.50	3350.07	182.17
15.50	0.6959	3510.00	19.32	3506.45	106.72
16.50	0.6998	3660.00	19.44	3653.83	99.89
17.50	0.7015	3800.00	19.48	3792.34	162.41
18.50	0.6994	3937.50	19.42	3930.77	190.59
19.50	0.6986	4072.50	19.40	4069.16	202.71
20.50	0.7020	4210.00	19.50	4207.54	202.10
21.50	0.6900	4350.00	19.15	4345.90	188.83
22.50	0.6795	4487.50	18.84	4484.23	159.80
23.50	0.6872	4622.50	19.06	4622.47	101.30
24.50	0.6937	4750.00	19.26	4749.68	94.31
25.50	0.6933	4870.00	19.25	4865.55	140.78
26.50	0.6829	4990.00	18.94	4980.93	159.15
27.50	0.6900	5110.00	19.15	5096.13	159.41
28.50	0.6829	5230.00	18.94	5211.16	141.17
29.50	0.7014	5350.00	19.48	5325.69	88.41
30.50	0.7060	5427.50	19.62	5400.72	68.72
31.50	0.7041	5462.50	19.56	5436.53	100.07
32.50	0.7058	5497.50	19.61	5472.21	122.39
33.50	0.7004	5532.50	19.45	5507.86	140.49
34.50	0.7090	5567.50	19.70	5543.50	155.92
35.50	0.7079	5602.50	19.67	5579.13	169.42
36.50	0.7047	5637.50	19.58	5614.75	181.43
37.50	0.7085	5672.50	19.69	5650.37	192.23
38.50	0.7090	5707.50	19.71	5685.98	202.02
39.50	0.7097	5742.50	19.73	5721.58	210.95
40.50	0.7162	5777.50	19.92	5757.18	219.11
41.50	0.7184	5812.50	19.98	5792.78	226.59
42.50	0.7163	5847.50	19.92	5828.37	233.46
43.50	0.7162	5882.50	19.92	5863.96	239.77
44.50	0.7169	5917.50	19.94	5899.55	245.56
45.50	0.7081	5952.50	19.68	5935.14	250.87
46.50	0.7225	5987.50	20.10	5970.72	255.73
47.50	0.7230	6022.50	20.12	6006.30	260.16
48.50	0.7270	6057.50	20.24	6041.88	264.19
49.50	0.7229	6092.50	20.11	6077.46	267.83
50.50	0.7206	6127.50	20.05	6113.04	271.10
51.50	0.7152	6162.50	19.89	6148.61	274.01
52.50	0.7176	6197.50	19.96	6184.18	276.57
53.50	0.7111	6232.50	19.77	6219.75	278.80
54.50	0.7137	6267.50	19.84	6255.32	280.69
55.50	0.7171	6302.50	19.94	6290.89	282.27
56.50	0.7133	6337.50	19.83	6326.46	283.52
57.50	0.7139	6372.50	19.85	6362.02	284.47
58.50	0.7120	6410.00	19.80	6397.58	285.10
59.50	0.7103	6450.00	19.74	6433.14	285.43
60.50	0.7153	6487.50	19.89	6468.70	285.45
