#
# ASTM E-490 Reference Spectra Derived from SMARTS v. 2.9.2 (AM1.5)
# Wavelength (nm),
# Irradiance W*m-2*nm-1
#
Wavelength,Irradiance
2186,8.465E-02
2188,8.277E-02
2190,8.304E-02
2192,8.377E-02
2194,8.349E-02
2196,8.318E-02
2198,8.299E-02
2200,8.265E-02
2202,8.230E-02
2204,8.211E-02
2206,7.966E-02
2208,7.966E-02
2210,8.080E-02
2212,8.105E-02
2214,8.072E-02
2216,7.994E-02
2218,7.970E-02
2220,7.997E-02
2222,7.962E-02
2224,7.926E-02
2226,7.811E-02
2228,7.826E-02
2230,7.831E-02
2232,7.815E-02
2234,7.802E-02
2236,7.758E-02
2238,7.648E-02
2240,7.639E-02
2242,7.642E-02
2244,7.624E-02
2246,7.612E-02
2248,7.520E-02
2250,7.541E-02
2252,7.512E-02
2254,7.402E-02
2256,7.422E-02
2258,7.441E-02
2260,7.421E-02
2262,7.299E-02
2264,7.329E-02
2266,7.315E-02
2268,7.327E-02
2270,7.297E-02
2272,7.277E-02
2274,7.252E-02
2276,7.239E-02
2278,7.242E-02
2280,7.165E-02
2282,7.007E-02
2284,7.125E-02
2286,7.124E-02
2288,7.127E-02
2290,7.110E-02
2292,7.067E-02
2294,6.920E-02
2296,6.908E-02
2298,6.919E-02
2300,6.953E-02
2302,6.955E-02
2304,6.931E-02
2306,6.923E-02
2308,6.901E-02
2310,6.870E-02
2312,6.867E-02
2314,6.826E-02
2316,6.779E-02
2318,6.745E-02
2320,6.768E-02
2322,6.675E-02
2324,6.536E-02
2326,6.559E-02
2328,6.629E-02
2330,6.616E-02
2332,6.584E-02
2334,6.571E-02
2336,6.536E-02
2338,6.496E-02
2340,6.520E-02
2342,6.539E-02
2344,6.509E-02
2346,6.486E-02
2348,6.472E-02
2350,6.453E-02
2352,6.289E-02
2354,6.239E-02
2356,6.282E-02
2358,6.266E-02
2360,6.308E-02
2362,6.305E-02
2364,6.295E-02
2366,6.284E-02
2368,6.263E-02
2370,6.211E-02
2372,6.207E-02
2374,6.066E-02
2376,6.164E-02
2378,6.192E-02
2380,6.172E-02
2382,6.098E-02
2384,5.885E-02
2386,5.908E-02
2388,6.004E-02
2390,6.029E-02
2392,6.008E-02
2394,6.003E-02
2396,5.996E-02
2398,5.989E-02
2400,5.944E-02
2402,5.965E-02
2404,5.945E-02
2406,5.919E-02
2408,5.915E-02
2410,5.902E-02
2412,5.894E-02
2414,5.734E-02
2416,5.599E-02
2418,5.748E-02
2420,5.770E-02
2422,5.767E-02
2424,5.726E-02
2426,5.717E-02
2428,5.712E-02
2430,5.712E-02
2432,5.702E-02
2434,5.641E-02
2436,5.618E-02
2438,5.599E-02
2440,5.639E-02
2442,5.617E-02
2444,5.603E-02
2446,5.498E-02
2448,5.457E-02
2450,5.462E-02
2452,5.432E-02
2454,5.455E-02
2456,5.370E-02
2458,5.392E-02
2460,5.457E-02
2462,5.442E-02
2464,5.435E-02
2466,5.405E-02
2468,5.390E-02
2470,5.285E-02
2472,5.330E-02
2474,5.313E-02
2476,5.343E-02
2478,5.303E-02
2480,5.177E-02
2482,5.140E-02
2484,5.219E-02
2486,5.160E-02
2488,5.169E-02
2490,5.225E-02
2492,5.198E-02
2494,5.175E-02
2496,5.152E-02
2498,5.154E-02
2500,5.155E-02
2520,4.984E-02
2540,4.814E-02
2560,4.672E-02
2580,4.550E-02
2600,4.457E-02
2620,4.305E-02
2640,4.211E-02
2660,4.079E-02
2680,3.968E-02
2700,3.867E-02
2720,3.763E-02
2740,3.663E-02
2760,3.546E-02
2780,3.468E-02
2800,3.385E-02
2820,3.297E-02
2840,3.209E-02
2860,3.119E-02
2880,3.032E-02
2900,2.969E-02
2920,2.890E-02
2940,2.817E-02
2960,2.750E-02
2980,2.682E-02
3000,2.612E-02
3020,2.547E-02
3040,2.465E-02
3060,2.422E-02
3080,2.364E-02
3100,2.306E-02
3120,2.246E-02
3140,2.198E-02
3160,2.144E-02
3180,2.096E-02
3200,2.048E-02
3220,2.000E-02
3240,1.951E-02
3260,1.907E-02
3280,1.858E-02
3300,1.802E-02
3320,1.768E-02
3340,1.737E-02
3360,1.697E-02
3380,1.659E-02
3400,1.615E-02
3420,1.584E-02
3440,1.554E-02
3460,1.520E-02
3480,1.486E-02
3500,1.456E-02
3520,1.425E-02
3540,1.393E-02
3560,1.362E-02
3580,1.334E-02
3600,1.307E-02
3620,1.281E-02
3640,1.251E-02
3660,1.222E-02
3680,1.193E-02
3700,1.162E-02
3720,1.145E-02
3740,1.108E-02
3760,1.096E-02
3780,1.078E-02
3800,1.057E-02
3820,1.038E-02
3840,1.019E-02
3860,9.983E-03
3880,9.782E-03
3900,9.599E-03
3920,9.427E-03
3940,9.233E-03
3960,9.032E-03
3980,8.857E-03
4000,8.669E-03
4020,8.557E-03
4040,8.385E-03
4060,8.217E-03
4080,8.054E-03
4100,7.894E-03
4120,7.739E-03
4140,7.587E-03
4160,7.439E-03
4180,7.294E-03
4200,7.153E-03
4220,7.015E-03
4240,6.881E-03
4260,6.749E-03
4280,6.621E-03
4300,6.496E-03
4320,6.374E-03
4340,6.254E-03
4360,6.138E-03
4380,6.024E-03
4400,5.913E-03
4420,5.804E-03
4440,5.698E-03
4460,5.594E-03
4480,5.492E-03
4500,5.393E-03
4520,5.296E-03
4540,5.201E-03
4560,5.108E-03
4580,5.018E-03
4600,4.929E-03
4620,4.842E-03
4640,4.757E-03
4660,4.674E-03
4680,4.593E-03
4700,4.514E-03
4720,4.436E-03
4740,4.360E-03
4760,4.285E-03
4780,4.212E-03
4800,4.141E-03
4820,4.071E-03
4840,4.003E-03
4860,3.936E-03
4880,3.870E-03
4900,3.806E-03
4920,3.743E-03
4940,3.681E-03
4960,3.621E-03
4980,3.562E-03
5000,3.504E-03
5050,3.394E-03
5100,3.267E-03
5150,3.146E-03
5200,3.030E-03
5250,2.920E-03
5300,2.815E-03
5350,2.715E-03
5400,2.619E-03
5450,2.527E-03
5500,2.439E-03
5550,2.355E-03
5600,2.275E-03
5650,2.198E-03
5700,2.124E-03
5750,2.054E-03
5800,1.986E-03
5850,1.921E-03
5900,1.859E-03
5950,1.799E-03
6000,1.742E-03
6050,1.687E-03
6100,1.634E-03
6150,1.583E-03
6200,1.534E-03
6250,1.487E-03
6300,1.442E-03
6350,1.399E-03
6400,1.357E-03
6450,1.317E-03
6500,1.278E-03
6550,1.240E-03
6600,1.204E-03
6650,1.170E-03
6700,1.136E-03
6750,1.104E-03
6800,1.073E-03
6850,1.043E-03
6900,1.014E-03
6950,9.862E-04
7000,9.592E-04
7050,9.331E-04
7100,9.080E-04
7150,8.836E-04
7200,8.601E-04
7250,8.374E-04
7300,8.154E-04
7350,7.942E-04
7400,7.736E-04
7450,7.537E-04
7500,7.344E-04
7550,7.158E-04
7600,6.977E-04
7650,6.802E-04
7700,6.633E-04
7750,6.469E-04
7800,6.310E-04
7850,6.156E-04
7900,6.006E-04
7950,5.862E-04
8000,5.721E-04
8050,5.585E-04
8100,5.453E-04
8150,5.324E-04
8200,5.200E-04
8250,5.079E-04
8300,4.961E-04
8350,4.847E-04
8400,4.737E-04
8450,4.629E-04
8500,4.525E-04
8550,4.423E-04
8600,4.324E-04
8650,4.228E-04
8700,4.135E-04
8750,4.044E-04
8800,3.956E-04
8850,3.870E-04
8900,3.787E-04
8950,3.706E-04
9000,3.627E-04
9050,3.550E-04
9100,3.475E-04
9150,3.402E-04
9200,3.331E-04
9250,3.262E-04
9300,3.195E-04
9350,3.129E-04
9400,3.065E-04
9450,3.003E-04
9500,2.942E-04
9550,2.883E-04
9600,2.825E-04
9650,2.769E-04
9700,2.714E-04
9750,2.661E-04
9800,2.608E-04
9850,2.558E-04
9900,2.508E-04
9950,2.460E-04
10000,2.412E-04
11000,1.635E-04
12000,1.152E-04
13000,8.340E-05
14000,6.190E-05
15000,4.690E-05
16000,3.610E-05
17000,2.830E-05
18000,2.250E-05
19000,1.810E-05
20000,1.470E-05
25000,6.050E-06
30000,2.930E-06
35000,1.580E-06
40000,9.310E-07
50000,3.830E-07
60000,1.850E-07
80000,5.880E-08
100000,2.420E-08
120000,1.170E-08
150000,4.810E-09
200000,1.530E-09
250000,6.280E-10
300000,2.950E-10
400000,1.010E-10
1000000,3.380E-12
