Year,2008,2009,2010,2011,2012,2014,2015,2016,2017,2018,2019
1965,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.83,5.83,5.83,5.83
1966,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.82,7.82,7.82,7.82
1967,9.55,9.55,9.55,9.55,9.55,9.55,9.55,9.60,9.60,9.60,9.60
1968,11.67,11.67,11.67,11.67,11.67,11.67,11.67,11.88,11.88,11.88,11.88
1969,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.35,14.35,14.35,14.35
1970,17.50,17.50,17.50,17.50,17.50,17.50,17.50,17.74,17.74,17.74,17.74
1971,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.89,24.89,24.89,24.89
1972,34.13,34.13,34.13,34.13,34.13,34.13,34.13,34.14,34.14,34.14,34.14
1973,45.84,45.84,45.84,45.84,45.84,45.84,45.84,45.86,45.86,45.86,45.86
1974,59.59,59.59,59.59,59.59,59.59,59.59,59.59,59.60,59.60,59.60,59.60
1975,82.44,82.44,82.44,82.44,82.44,82.44,82.44,82.45,82.45,82.45,82.45
1976,98.06,98.06,98.06,98.06,98.06,98.06,98.06,98.07,98.07,98.07,98.07
1977,121.17,121.17,121.17,121.17,121.17,121.17,121.17,121.15,121.15,121.15,121.15
1978,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.14,140.14,140.14,140.14
1979,144.75,144.75,144.75,144.75,144.75,144.75,144.75,144.73,144.73,144.73,144.73
1980,160.98,160.98,160.98,160.98,160.98,160.98,160.98,160.96,160.96,160.96,160.96
1981,189.18,189.18,189.18,189.18,189.18,189.18,189.18,189.15,189.15,189.15,189.15
1982,207.45,207.45,207.45,207.45,207.44,207.44,207.44,207.41,207.41,207.41,207.41
1983,232.96,232.96,232.96,232.96,232.96,232.96,232.96,232.93,232.93,232.93,232.93
1984,281.65,281.65,281.65,281.65,281.64,281.64,281.64,281.61,281.61,281.56,281.56
1985,335.33,335.33,335.33,335.33,335.33,335.33,335.33,335.30,335.29,336.95,336.92
1986,361.27,361.27,361.27,361.27,361.27,361.27,361.27,361.26,361.25,360.90,360.86
1987,392.89,392.89,392.89,392.89,392.89,392.89,392.89,392.88,392.83,392.58,392.54
1988,428.38,428.38,428.38,428.38,428.38,428.38,428.38,428.37,428.36,428.00,427.96
1989,440.63,440.63,440.50,440.50,440.50,440.50,440.50,440.49,440.48,440.16,440.12
1990,453.18,453.18,453.08,453.08,453.08,453.08,453.08,452.97,452.97,452.70,452.66
1991,474.60,474.60,474.46,474.46,474.46,474.46,474.46,474.41,474.63,474.35,474.32
1992,478.47,478.47,478.34,478.33,478.33,478.33,478.33,478.31,478.30,477.96,477.92
1993,495.00,495.00,494.85,494.84,494.84,494.84,494.84,494.83,494.72,494.41,494.38
1994,504.21,504.21,504.04,504.03,504.03,504.03,504.03,504.01,504.11,503.70,503.66
1995,526.06,526.06,525.91,525.90,525.90,525.90,525.90,525.89,525.87,525.54,525.50
1996,544.99,544.99,544.84,544.84,544.84,544.84,544.84,544.82,545.03,544.64,544.60
1997,541.26,541.26,541.12,541.12,541.12,541.12,541.12,541.10,541.16,540.91,540.86
1998,550.21,550.21,550.09,550.09,550.09,550.09,550.09,549.96,550.66,550.20,550.16
1999,571.23,571.23,571.11,571.11,571.11,571.11,571.11,571.10,571.09,571.24,571.20
2000,584.45,584.45,584.34,584.34,584.33,584.33,584.33,584.31,584.28,584.01,584.00
2001,600.87,600.87,600.75,600.75,600.79,600.79,600.79,600.93,600.75,600.49,600.48
2002,610.88,610.88,610.76,610.75,610.47,610.47,610.47,610.60,610.39,610.08,610.08
2003,598.66,598.66,598.55,598.54,598.26,598.26,598.26,598.55,598.06,597.73,597.72
2004,625.36,625.36,625.22,625.22,624.94,624.72,624.72,624.97,624.47,623.87,623.87
2005,626.95,626.94,626.80,626.80,626.66,626.44,626.44,626.44,626.12,626.57,626.57
2006,634.92,634.91,634.91,635.36,635.19,634.89,634.89,635.01,634.96,634.39,634.38
2007,622.02,622.53,622.23,622.07,621.85,621.74,621.74,621.75,621.46,621.46,621.45
2008,-999.25,619.69,620.19,619.21,619.03,619.43,619.43,619.80,619.51,619.51,619.51
2009,-999.25,-999.25,610.54,613.98,614.08,614.05,614.02,613.90,613.65,610.77,610.77
2010,-999.25,-999.25,-999.25,626.15,626.35,626.19,626.17,626.26,625.91,626.22,626.22
2011,-999.25,-999.25,-999.25,-999.25,599.33,600.70,600.70,600.39,600.12,600.03,600.03
2012,-999.25,-999.25,-999.25,-999.25,-999.25,559.91,559.61,559.29,559.24,559.45,559.45
2013,-999.25,-999.25,-999.25,-999.25,-999.25,563.19,563.67,564.04,563.87,563.81,563.80
2014,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,574.02,575.47,575.02,574.97,574.91
2015,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,583.14,582.72,582.81,582.78
2016,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,592.06,591.22,591.76
2017,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,596.36,597.14
2018,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,611.27
